,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Private room,room_type_Shared room
11398,109,1,0,0.0,0,0,1,0,0,0,1,0,0
11399,140,1,9,0.22,0,0,0,0,1,0,1,0,0
11400,135,3,22,0.53,0,0,0,1,0,0,1,0,0
11401,100,1,10,0.3,353,0,0,0,1,0,1,0,0
11402,48,3,22,0.53,5,0,1,0,0,0,0,1,0
11403,135,1,0,0.0,0,0,1,0,0,0,1,0,0
11404,125,1,1,0.65,179,0,0,1,0,0,0,1,0
11405,335,30,0,0.0,270,0,0,1,0,0,1,0,0
11406,50,1,0,0.0,0,0,0,1,0,0,0,1,0
11407,165,2,65,1.57,72,0,0,1,0,0,1,0,0
11408,55,13,23,0.55,12,1,0,0,0,0,1,0,0
11409,70,2,1,0.02,0,0,1,0,0,0,0,1,0
11410,52,5,7,0.17,32,0,0,0,1,0,0,1,0
11411,385,3,3,0.07,0,0,0,1,0,0,1,0,0
11412,235,2,46,1.11,0,0,0,1,0,0,1,0,0
11413,45,1,1,0.02,0,0,1,0,0,0,0,1,0
11414,275,3,68,1.67,338,0,1,0,0,0,1,0,0
11415,135,3,226,5.46,65,0,0,1,0,0,0,1,0
11416,75,1,0,0.0,0,0,0,0,1,0,1,0,0
11417,110,1,0,0.0,0,0,0,1,0,0,0,1,0
11418,260,2,4,0.1,0,0,1,0,0,0,1,0,0
11419,100,1,21,0.52,365,0,1,0,0,0,0,1,0
11420,100,2,4,0.1,0,0,0,0,1,0,1,0,0
11421,135,4,2,0.05,0,0,1,0,0,0,1,0,0
11422,115,30,11,0.28,288,0,0,1,0,0,1,0,0
11423,150,6,2,0.05,0,0,1,0,0,0,1,0,0
11424,60,1,3,0.08,0,0,0,1,0,0,0,1,0
11425,99,2,85,2.07,335,0,1,0,0,0,1,0,0
11426,55,3,109,2.9,95,0,0,1,0,0,0,1,0
11427,180,5,85,2.11,89,0,0,1,0,0,1,0,0
11428,95,5,11,0.26,0,0,1,0,0,0,1,0,0
11429,60,1,170,4.07,337,0,1,0,0,0,0,1,0
11430,100,1,2,0.05,0,0,0,0,1,0,1,0,0
11431,250,2,26,0.66,0,0,0,1,0,0,1,0,0
11432,200,1,0,0.0,0,0,0,1,0,0,0,0,1
11433,150,3,0,0.0,0,0,1,0,0,0,1,0,0
11434,200,2,11,0.27,180,0,1,0,0,0,1,0,0
11435,145,3,3,0.07,0,0,1,0,0,0,1,0,0
11436,250,1,47,1.13,364,0,1,0,0,0,1,0,0
11437,150,2,8,0.19,32,0,1,0,0,0,1,0,0
11438,300,1,0,0.0,365,0,0,1,0,0,0,1,0
11439,400,3,14,0.42,0,0,0,1,0,0,1,0,0
11440,83,3,14,0.35,0,0,1,0,0,0,0,1,0
11441,150,13,8,0.19,0,0,1,0,0,0,1,0,0
11442,325,5,17,0.41,363,0,1,0,0,0,1,0,0
11443,1195,3,98,2.4,266,0,0,1,0,0,1,0,0
11444,68,7,11,0.27,136,0,1,0,0,0,0,1,0
11445,50,2,0,0.0,0,0,1,0,0,0,0,1,0
11446,70,2,156,3.87,202,0,1,0,0,0,0,1,0
11447,65,1,3,0.07,0,0,1,0,0,0,0,1,0
11448,45,1,2,0.05,0,0,1,0,0,0,0,1,0
11449,75,1,32,2.22,5,0,0,1,0,0,0,1,0
11450,115,7,0,0.0,0,0,1,0,0,0,1,0,0
11451,65,2,73,1.75,347,0,0,1,0,0,0,1,0
11452,170,3,31,0.75,1,0,1,0,0,0,1,0,0
11453,450,1,0,0.0,357,0,0,0,1,0,1,0,0
11454,100,5,11,0.27,0,0,1,0,0,0,1,0,0
11455,65,2,7,0.17,0,0,0,1,0,0,0,0,1
11456,280,2,23,0.56,222,0,1,0,0,0,1,0,0
11457,65,7,0,0.0,0,0,1,0,0,0,1,0,0
11458,150,2,9,0.22,0,0,1,0,0,0,1,0,0
11459,90,1,2,0.15,31,0,1,0,0,0,0,1,0
11460,250,4,15,0.37,0,0,0,1,0,0,1,0,0
11461,115,1,1,0.02,0,0,1,0,0,0,0,1,0
11462,250,90,3,0.09,277,0,0,1,0,0,1,0,0
11463,200,2,9,0.22,365,0,0,1,0,0,0,1,0
11464,99,5,29,0.7,89,0,1,0,0,0,1,0,0
11465,65,1,222,6.52,313,0,1,0,0,0,1,0,0
11466,130,5,4,0.1,0,0,0,0,1,0,1,0,0
11467,125,1,5,0.12,0,0,1,0,0,0,1,0,0
11468,375,3,17,0.47,1,0,0,1,0,0,1,0,0
11469,38,1,51,1.22,63,0,1,0,0,0,0,0,1
11470,80,10,2,0.05,0,0,1,0,0,0,1,0,0
11471,110,1,114,2.75,298,0,0,1,0,0,1,0,0
11472,72,7,10,0.24,18,0,0,1,0,0,0,1,0
11473,49,1,16,0.38,0,0,1,0,0,0,0,1,0
11474,250,1,3,0.08,0,0,0,1,0,0,1,0,0
11475,120,1,110,2.65,197,0,0,1,0,0,0,1,0
11476,240,1,12,2.02,126,0,1,0,0,0,1,0,0
11477,77,15,2,0.05,0,0,0,1,0,0,1,0,0
11478,65,11,0,0.0,0,0,0,1,0,0,0,1,0
11479,185,7,17,0.41,0,0,0,1,0,0,1,0,0
11480,100,1,2,0.05,0,0,0,1,0,0,0,1,0
11481,50,1,1,0.02,0,0,1,0,0,0,0,1,0
11482,50,1,1,0.02,0,0,1,0,0,0,0,1,0
11483,90,14,0,0.0,0,0,0,0,1,0,0,1,0
11484,87,1,3,0.07,0,0,1,0,0,0,1,0,0
11485,30,1,6,0.15,0,0,1,0,0,0,0,1,0
11486,90,4,4,0.1,0,0,1,0,0,0,0,1,0
11487,65,1,11,0.27,0,0,0,1,0,0,0,1,0
11488,109,1,76,1.86,0,0,0,1,0,0,1,0,0
11489,150,4,0,0.0,0,0,0,1,0,0,1,0,0
11490,152,1,39,0.94,1,0,0,1,0,0,0,1,0
11491,150,3,23,0.56,18,0,1,0,0,0,1,0,0
11492,25,1,89,2.13,238,0,1,0,0,0,0,1,0
11493,300,3,27,0.67,90,0,0,1,0,0,1,0,0
11494,55,90,15,0.36,365,0,0,0,1,0,0,1,0
11495,500,1,0,0.0,0,0,0,1,0,0,1,0,0
11496,185,2,18,0.48,0,0,1,0,0,0,1,0,0
11497,70,10,1,0.02,0,0,1,0,0,0,0,1,0
11498,60,1,4,0.11,0,0,1,0,0,0,0,1,0
11499,99,2,48,1.16,365,0,0,1,0,0,0,1,0
11500,60,1,1,0.91,365,0,0,1,0,0,0,1,0
11501,150,1,1,0.02,0,0,1,0,0,0,1,0,0
11502,119,1,164,4.15,344,0,1,0,0,0,0,1,0
11503,74,1,3,0.07,0,0,0,1,0,0,1,0,0
11504,250,3,4,0.1,0,0,0,1,0,0,1,0,0
11505,119,3,0,0.0,0,0,0,1,0,0,1,0,0
11506,250,1,22,0.53,365,0,0,1,0,0,0,1,0
11507,182,2,135,3.38,38,0,0,1,0,0,1,0,0
11508,130,3,4,0.1,0,0,0,1,0,0,1,0,0
11509,200,1,0,0.0,0,0,0,1,0,0,0,1,0
11510,163,1,30,0.72,32,0,0,1,0,0,0,1,0
11511,125,3,2,0.07,0,0,1,0,0,0,1,0,0
11512,149,1,7,0.17,0,0,1,0,0,0,1,0,0
11513,135,3,45,1.1,350,0,1,0,0,0,1,0,0
11514,129,30,3,0.08,258,0,0,1,0,0,1,0,0
11515,87,3,132,3.28,193,0,0,0,1,0,1,0,0
11516,55,4,2,0.05,0,0,1,0,0,0,0,1,0
11517,115,30,1,0.02,365,0,0,1,0,0,0,1,0
11518,54,5,73,1.75,0,0,1,0,0,0,0,0,1
11519,110,4,6,0.14,0,0,0,1,0,0,1,0,0
11520,250,1,3,0.07,0,0,1,0,0,0,1,0,0
11521,150,4,15,0.37,0,0,0,1,0,0,1,0,0
11522,150,1,0,0.0,0,0,0,1,0,0,1,0,0
11523,40,5,1,0.02,0,0,1,0,0,0,0,1,0
11524,295,3,32,0.79,0,0,0,1,0,0,1,0,0
11525,130,3,7,0.17,152,0,1,0,0,0,0,1,0
11526,79,1,263,6.37,4,0,1,0,0,0,0,1,0
11527,130,2,5,0.15,1,0,1,0,0,0,1,0,0
11528,69,1,252,6.08,13,0,1,0,0,0,0,1,0
11529,79,1,255,6.16,7,0,1,0,0,0,0,1,0
11530,147,4,18,0.61,289,0,0,1,0,0,1,0,0
11531,79,1,258,6.25,7,0,1,0,0,0,0,1,0
11532,69,1,298,7.26,10,0,1,0,0,0,0,1,0
11533,70,2,60,1.46,364,0,1,0,0,0,0,1,0
11534,84,4,98,2.37,226,0,1,0,0,0,0,1,0
11535,49,1,95,3.17,340,0,1,0,0,0,0,1,0
11536,132,2,81,2.22,0,0,1,0,0,0,1,0,0
11537,175,31,8,0.2,363,0,1,0,0,0,1,0,0
11538,150,7,0,0.0,0,0,1,0,0,0,1,0,0
11539,59,2,119,2.85,72,0,0,0,1,0,0,1,0
11540,179,2,10,0.25,0,0,0,1,0,0,1,0,0
11541,60,1,0,0.0,0,0,0,1,0,0,0,1,0
11542,104,2,12,0.36,89,0,1,0,0,0,1,0,0
11543,40,2,9,0.23,0,0,1,0,0,0,0,1,0
11544,90,3,0,0.0,0,0,1,0,0,0,0,1,0
11545,89,2,72,1.8,328,0,1,0,0,0,0,1,0
11546,80,4,20,0.5,208,0,0,0,1,0,1,0,0
11547,999,2,138,3.35,360,0,1,0,0,0,1,0,0
11548,85,25,2,0.05,0,0,1,0,0,0,1,0,0
11549,200,1,29,0.7,89,0,0,1,0,0,0,1,0
11550,75,10,1,0.02,0,0,1,0,0,0,0,1,0
11551,59,6,65,1.59,237,0,0,1,0,0,0,1,0
11552,45,3,2,0.05,0,0,1,0,0,0,0,1,0
11553,350,3,63,1.54,239,0,0,1,0,0,1,0,0
11554,395,3,55,1.33,72,0,1,0,0,0,1,0,0
11555,200,1,0,0.0,0,0,1,0,0,0,0,1,0
11556,160,4,13,1.54,15,0,0,1,0,0,1,0,0
11557,46,7,2,0.05,0,0,1,0,0,0,0,1,0
11558,203,30,0,0.0,295,0,0,1,0,0,1,0,0
11559,189,30,3,0.09,362,0,0,1,0,0,1,0,0
11560,190,3,106,2.56,120,0,0,0,1,0,1,0,0
11561,39,4,14,0.34,0,0,0,1,0,0,0,1,0
11562,57,7,0,0.0,0,0,0,1,0,0,1,0,0
11563,65,1,1,0.02,0,0,1,0,0,0,0,1,0
11564,35,120,0,0.0,0,0,0,1,0,0,0,0,1
11565,65,2,5,0.13,0,0,1,0,0,0,0,1,0
11566,118,1,1,0.02,0,0,0,1,0,0,1,0,0
11567,250,1,114,2.76,345,0,0,1,0,0,0,0,1
11568,155,30,9,0.23,365,0,0,1,0,0,1,0,0
11569,325,6,121,2.94,123,0,0,1,0,0,1,0,0
11570,250,3,0,0.0,365,0,0,0,1,0,1,0,0
11571,85,1,183,4.65,300,0,1,0,0,0,0,1,0
11572,168,1,2,0.05,0,0,0,1,0,0,1,0,0
11573,110,2,10,0.24,0,0,1,0,0,0,1,0,0
11574,125,2,2,0.05,0,0,1,0,0,0,1,0,0
11575,150,3,4,0.13,0,0,1,0,0,0,1,0,0
11576,125,3,3,0.07,0,0,1,0,0,0,1,0,0
11577,115,1,1,0.05,0,0,0,1,0,0,0,1,0
11578,637,4,103,2.49,314,0,0,1,0,0,1,0,0
11579,130,180,15,0.4,365,0,0,1,0,0,1,0,0
11580,64,7,1,0.02,0,0,1,0,0,0,0,1,0
11581,140,2,2,0.05,0,0,0,1,0,0,1,0,0
11582,110,7,20,0.48,173,0,1,0,0,0,1,0,0
11583,165,7,79,1.9,163,0,0,1,0,0,1,0,0
11584,160,2,1,0.02,0,0,0,1,0,0,1,0,0
11585,70,1,40,0.99,177,0,1,0,0,0,0,1,0
11586,100,1,53,1.65,177,0,0,0,1,0,1,0,0
11587,225,2,2,0.05,0,0,0,1,0,0,1,0,0
11588,70,2,13,0.32,4,0,0,0,1,0,1,0,0
11589,75,2,122,3.0,34,0,1,0,0,0,1,0,0
11590,60,1,2,0.05,0,0,1,0,0,0,0,1,0
11591,120,1,2,0.05,0,0,1,0,0,0,1,0,0
11592,50,1,3,0.1,0,0,1,0,0,0,0,1,0
11593,75,1,106,2.56,364,0,0,0,1,0,0,1,0
11594,75,1,94,2.29,364,0,0,0,1,0,0,1,0
11595,37,15,8,0.19,308,0,0,0,1,0,0,1,0
11596,225,30,9,0.28,0,0,0,1,0,0,1,0,0
11597,250,31,2,0.05,358,0,0,1,0,0,1,0,0
11598,125,3,85,2.05,179,0,1,0,0,0,1,0,0
11599,170,1,3,0.07,0,0,0,1,0,0,1,0,0
11600,110,4,75,1.83,360,0,0,1,0,0,0,1,0
11601,299,7,0,0.0,0,0,0,1,0,0,1,0,0
11602,130,6,4,0.13,0,0,0,1,0,0,0,1,0
11603,50,10,2,0.07,0,0,1,0,0,0,0,1,0
11604,210,2,32,0.78,330,0,0,1,0,0,1,0,0
11605,45,2,0,0.0,0,0,0,1,0,0,0,1,0
11606,90,3,12,0.29,241,0,1,0,0,0,1,0,0
11607,73,2,0,0.0,0,1,0,0,0,0,1,0,0
11608,49,1,1,0.03,0,0,1,0,0,0,0,1,0
11609,88,1,0,0.0,0,0,0,1,0,0,0,1,0
11610,129,3,5,0.12,0,0,0,1,0,0,1,0,0
11611,165,3,2,0.05,0,0,0,1,0,0,1,0,0
11612,103,10,14,0.35,78,0,1,0,0,0,1,0,0
11613,97,2,88,2.13,350,0,1,0,0,0,1,0,0
11614,49,1,8,0.2,0,0,0,1,0,0,0,1,0
11615,245,4,49,1.3,290,0,0,1,0,0,1,0,0
11616,52,1,4,0.1,0,0,0,0,1,0,0,1,0
11617,280,1,1,0.02,0,0,1,0,0,0,1,0,0
11618,30,7,0,0.0,0,0,1,0,0,0,0,1,0
11619,350,3,0,0.0,0,0,0,1,0,0,1,0,0
11620,150,3,0,0.0,0,0,1,0,0,0,1,0,0
11621,62,3,5,0.13,0,0,0,1,0,0,0,1,0
11622,195,1,0,0.0,0,0,0,1,0,0,1,0,0
11623,129,1,6,0.15,0,0,0,1,0,0,1,0,0
11624,175,2,10,0.29,0,0,1,0,0,0,1,0,0
11625,80,4,31,0.79,177,0,0,0,1,0,0,1,0
11626,90,3,14,0.34,0,0,1,0,0,0,1,0,0
11627,190,2,24,0.65,59,0,0,1,0,0,1,0,0
11628,77,4,1,0.02,0,0,1,0,0,0,0,1,0
11629,120,30,51,1.47,214,0,1,0,0,0,1,0,0
11630,90,1,5,0.12,0,0,1,0,0,0,0,1,0
11631,180,2,1,0.02,0,0,1,0,0,0,1,0,0
11632,100,2,35,0.87,291,0,1,0,0,0,1,0,0
11633,149,3,149,3.59,78,0,0,1,0,0,1,0,0
11634,200,1,86,2.1,325,0,0,1,0,0,1,0,0
11635,75,2,116,2.82,0,0,0,1,0,0,0,1,0
11636,89,3,5,0.12,0,0,0,1,0,0,0,1,0
11637,200,2,3,0.07,0,0,0,1,0,0,1,0,0
11638,72,2,5,0.13,0,0,0,1,0,0,0,1,0
11639,250,3,0,0.0,0,0,0,1,0,0,1,0,0
11640,170,30,5,0.13,90,0,0,1,0,0,1,0,0
11641,100,1,16,0.38,0,0,0,1,0,0,0,1,0
11642,90,1,0,0.0,0,0,1,0,0,0,0,1,0
11643,90,10,8,0.19,0,0,0,1,0,0,0,1,0
11644,120,4,3,0.07,0,0,0,1,0,0,1,0,0
11645,185,3,174,4.23,21,0,0,1,0,0,1,0,0
11646,100,1,0,0.0,0,0,0,1,0,0,0,1,0
11647,120,5,0,0.0,0,0,0,1,0,0,1,0,0
11648,159,1,114,2.75,365,0,0,1,0,0,1,0,0
11649,70,1,19,0.46,0,0,1,0,0,0,0,1,0
11650,80,3,4,0.11,0,0,1,0,0,0,0,1,0
11651,220,2,3,0.07,0,0,0,1,0,0,1,0,0
11652,89,4,3,0.07,0,0,1,0,0,0,1,0,0
11653,150,2,12,0.29,365,0,0,1,0,0,1,0,0
11654,165,2,112,2.74,253,0,1,0,0,0,1,0,0
11655,46,1,486,11.68,166,0,0,0,1,0,0,1,0
11656,140,1,19,0.46,0,0,0,1,0,0,1,0,0
11657,50,2,23,1.14,8,0,0,0,1,0,0,1,0
11658,100,1,1,0.02,0,0,0,1,0,0,1,0,0
11659,200,2,1,0.02,125,0,0,1,0,0,1,0,0
11660,100,1,1,0.02,364,0,0,0,1,0,0,1,0
11661,81,1,1,0.02,0,0,1,0,0,0,1,0,0
11662,150,4,97,2.41,141,0,0,1,0,0,1,0,0
11663,60,2,3,0.07,0,0,0,1,0,0,0,1,0
11664,180,14,0,0.0,0,0,0,1,0,0,1,0,0
11665,182,5,137,3.35,319,0,1,0,0,0,1,0,0
11666,65,7,11,0.26,309,0,1,0,0,0,0,1,0
11667,45,2,7,0.17,0,0,1,0,0,0,0,1,0
11668,200,2,92,2.26,192,0,0,1,0,0,1,0,0
11669,45,1,1,0.02,0,0,0,1,0,0,0,0,1
11670,110,1,5,0.13,0,0,1,0,0,0,1,0,0
11671,65,14,0,0.0,0,0,1,0,0,0,0,1,0
11672,250,2,38,0.96,304,0,0,1,0,0,1,0,0
11673,120,1,2,0.05,0,0,0,1,0,0,0,1,0
11674,249,30,2,0.14,190,0,0,1,0,0,1,0,0
11675,80,2,2,0.05,0,0,1,0,0,0,0,1,0
11676,124,2,14,0.5,0,0,0,1,0,0,1,0,0
11677,175,3,2,0.05,0,0,1,0,0,0,1,0,0
11678,46,1,0,0.0,0,0,1,0,0,0,0,1,0
11679,60,1,0,0.0,0,0,1,0,0,0,0,1,0
11680,115,3,27,0.65,235,0,1,0,0,0,1,0,0
11681,100,2,104,2.57,68,0,0,1,0,0,0,1,0
11682,99,7,11,0.27,0,0,1,0,0,0,1,0,0
11683,75,7,1,0.04,365,0,0,0,1,0,0,1,0
11684,140,7,3,0.07,0,0,0,1,0,0,1,0,0
11685,70,2,18,0.44,338,0,1,0,0,0,0,1,0
11686,75,4,0,0.0,0,0,0,1,0,0,0,1,0
11687,60,2,97,2.37,133,0,1,0,0,0,0,1,0
11688,132,1,0,0.0,0,0,0,0,1,0,0,1,0
11689,120,2,11,0.28,124,0,0,1,0,0,0,1,0
11690,150,2,6,0.24,356,0,0,1,0,0,1,0,0
11691,500,3,0,0.0,0,0,0,1,0,0,1,0,0
11692,150,5,11,0.27,0,0,0,1,0,0,1,0,0
11693,49,14,9,0.23,0,0,1,0,0,0,0,1,0
11694,110,2,2,0.05,0,0,1,0,0,0,1,0,0
11695,65,6,1,0.04,0,0,0,1,0,0,0,1,0
11696,190,13,1,0.02,0,0,1,0,0,0,1,0,0
11697,160,6,35,0.85,267,0,0,1,0,0,1,0,0
11698,125,2,1,0.02,0,0,0,1,0,0,1,0,0
11699,92,2,17,0.42,89,0,0,1,0,0,0,1,0
11700,100,1,0,0.0,0,0,1,0,0,0,1,0,0
11701,36,20,0,0.0,365,0,1,0,0,0,0,1,0
11702,325,2,6,0.16,0,0,1,0,0,0,1,0,0
11703,120,4,3,0.07,0,0,0,1,0,0,1,0,0
11704,60,5,1,0.03,0,0,1,0,0,0,0,1,0
11705,175,3,24,0.59,0,0,0,1,0,0,1,0,0
11706,200,2,132,3.29,124,0,1,0,0,0,1,0,0
11707,180,1,134,3.25,280,0,0,1,0,0,1,0,0
11708,155,1,0,0.0,0,0,0,1,0,0,0,1,0
11709,120,1,0,0.0,0,0,1,0,0,0,1,0,0
11710,60,1,161,3.89,277,0,1,0,0,0,0,1,0
11711,99,3,82,2.0,127,0,0,1,0,0,0,1,0
11712,80,3,0,0.0,0,0,1,0,0,0,0,1,0
11713,230,2,180,4.57,309,0,1,0,0,0,1,0,0
11714,95,1,0,0.0,92,0,0,1,0,0,0,1,0
11715,45,2,1,0.03,0,0,1,0,0,0,0,1,0
11716,40,2,1,0.02,0,0,0,0,1,0,0,1,0
11717,85,2,17,0.6,57,0,0,0,1,0,0,1,0
11718,105,1,1,0.53,365,0,0,1,0,0,0,1,0
11719,95,2,7,0.17,365,0,1,0,0,0,0,0,1
11720,200,2,0,0.0,0,0,1,0,0,0,1,0,0
11721,42,1,29,0.7,38,0,0,1,0,0,0,1,0
11722,50,2,135,3.28,79,0,0,0,1,0,0,1,0
11723,70,2,227,5.47,28,0,1,0,0,0,0,1,0
11724,199,1,20,0.52,365,0,1,0,0,0,0,1,0
11725,70,3,146,3.56,318,0,0,1,0,0,0,1,0
11726,255,30,1,0.04,362,0,1,0,0,0,1,0,0
11727,190,30,4,0.11,0,0,0,1,0,0,1,0,0
11728,200,2,130,3.13,242,0,0,1,0,0,1,0,0
11729,85,1,204,5.11,85,0,1,0,0,0,0,1,0
11730,75,3,13,0.89,15,0,1,0,0,0,1,0,0
11731,98,1,21,0.51,365,0,1,0,0,0,0,1,0
11732,155,2,9,0.22,0,0,0,1,0,0,1,0,0
11733,120,2,72,1.88,232,0,1,0,0,0,0,1,0
11734,87,4,6,0.15,365,0,1,0,0,0,0,1,0
11735,125,31,2,0.05,154,0,0,1,0,0,1,0,0
11736,225,2,0,0.0,0,0,0,1,0,0,1,0,0
11737,96,3,0,0.0,0,0,1,0,0,0,0,1,0
11738,55,5,4,0.1,89,0,1,0,0,0,0,1,0
11739,85,1,3,0.64,365,0,1,0,0,0,0,1,0
11740,45,15,0,0.0,0,0,1,0,0,0,0,1,0
11741,140,1,2,0.05,0,0,0,0,1,0,1,0,0
11742,160,4,5,0.13,0,0,0,1,0,0,1,0,0
11743,77,7,1,0.02,0,0,1,0,0,0,0,1,0
11744,90,1,1,0.02,0,0,1,0,0,0,0,1,0
11745,208,13,1,0.02,0,0,0,1,0,0,1,0,0
11746,215,3,71,1.74,9,0,0,1,0,0,1,0,0
11747,125,3,81,1.96,19,0,1,0,0,0,1,0,0
11748,95,1,2,0.05,28,0,0,1,0,0,0,1,0
11749,50,60,29,0.71,365,0,0,0,1,0,0,1,0
11750,100,2,18,0.44,0,0,0,1,0,0,0,1,0
11751,40,2,9,0.22,0,0,0,1,0,0,0,1,0
11752,59,1,80,1.96,332,0,0,0,1,0,0,1,0
11753,325,2,28,1.94,173,1,0,0,0,0,1,0,0
11754,98,1,172,4.22,341,0,1,0,0,0,1,0,0
11755,109,1,0,0.0,0,0,0,1,0,0,0,1,0
11756,69,3,13,0.32,364,0,1,0,0,0,0,1,0
11757,80,3,1,0.02,0,0,0,0,1,0,0,1,0
11758,89,1,95,2.32,83,0,1,0,0,0,0,1,0
11759,138,4,0,0.0,0,0,1,0,0,0,1,0,0
11760,30,1,43,1.04,1,0,1,0,0,0,0,1,0
11761,194,3,117,2.92,0,0,0,1,0,0,1,0,0
11762,90,3,82,2.02,37,0,0,1,0,0,0,1,0
11763,30,1,65,1.58,13,0,1,0,0,0,0,1,0
11764,400,2,0,0.0,45,0,0,1,0,0,1,0,0
11765,85,2,51,1.23,174,0,1,0,0,0,0,1,0
11766,429,2,4,0.1,0,0,0,0,0,1,1,0,0
11767,42,1,138,3.34,297,0,0,1,0,0,0,1,0
11768,200,2,1,0.03,0,0,1,0,0,0,1,0,0
11769,700,2,25,1.33,57,0,0,1,0,0,1,0,0
11770,50,1,4,0.1,0,0,1,0,0,0,0,1,0
11771,100,1,1,0.02,0,0,1,0,0,0,1,0,0
11772,100,4,75,1.83,364,0,1,0,0,0,1,0,0
11773,85,30,26,0.63,246,0,1,0,0,0,1,0,0
11774,40,2,42,1.02,0,1,0,0,0,0,0,0,1
11775,240,1,71,2.04,0,0,0,1,0,0,1,0,0
11776,135,7,2,0.05,0,0,0,1,0,0,1,0,0
11777,135,14,3,0.08,0,0,0,1,0,0,1,0,0
11778,79,1,3,0.22,179,1,0,0,0,0,0,1,0
11779,150,2,10,0.37,0,0,0,1,0,0,0,1,0
11780,139,4,77,1.9,330,0,1,0,0,0,0,1,0
11781,38,2,2,0.05,12,0,1,0,0,0,0,1,0
11782,100,4,65,1.61,0,0,1,0,0,0,0,1,0
11783,75,3,0,0.0,0,0,0,0,1,0,0,1,0
11784,170,4,6,0.15,0,0,0,0,1,0,1,0,0
11785,70,2,57,1.71,236,0,0,1,0,0,0,1,0
11786,250,1,14,0.34,0,0,1,0,0,0,1,0,0
11787,199,3,101,2.92,299,0,0,1,0,0,0,1,0
11788,30,1,62,1.51,2,0,1,0,0,0,0,1,0
11789,30,1,68,1.65,7,0,1,0,0,0,0,1,0
11790,75,2,13,0.32,312,0,0,1,0,0,0,1,0
11791,99,20,30,0.74,276,0,1,0,0,0,1,0,0
11792,100,10,12,0.29,2,0,0,0,1,0,0,1,0
11793,225,3,32,0.93,179,0,1,0,0,0,1,0,0
11794,469,9,7,0.19,31,0,1,0,0,0,1,0,0
11795,67,7,5,0.13,0,0,1,0,0,0,0,1,0
11796,180,3,15,0.37,363,0,0,1,0,0,0,1,0
11797,100,1,73,1.78,283,0,0,1,0,0,0,1,0
11798,80,2,2,0.05,0,0,0,0,1,0,0,0,1
11799,125,3,8,0.2,126,0,0,1,0,0,1,0,0
11800,175,2,3,0.09,0,0,0,1,0,0,0,1,0
11801,65,5,17,0.45,91,1,0,0,0,0,0,1,0
11802,85,3,3,0.08,0,0,0,1,0,0,1,0,0
11803,99,1,71,1.74,343,0,0,0,0,1,0,1,0
11804,82,4,2,0.05,364,0,1,0,0,0,0,1,0
11805,189,2,38,0.95,3,0,0,1,0,0,1,0,0
11806,121,2,16,0.48,61,0,1,0,0,0,1,0,0
11807,150,1,4,0.1,365,0,1,0,0,0,0,1,0
11808,170,1,1,0.02,0,0,0,1,0,0,1,0,0
11809,70,2,11,0.27,0,0,0,1,0,0,0,1,0
11810,80,5,1,0.02,0,0,0,1,0,0,0,1,0
11811,186,7,0,0.0,0,0,0,1,0,0,1,0,0
11812,174,3,11,0.27,0,0,0,1,0,0,1,0,0
11813,89,1,5,0.12,0,0,0,1,0,0,0,1,0
11814,109,3,4,0.1,0,0,0,1,0,0,0,1,0
11815,100,4,26,0.65,0,0,1,0,0,0,1,0,0
11816,80,5,5,0.12,0,0,1,0,0,0,0,1,0
11817,41,7,14,0.35,225,0,1,0,0,0,0,1,0
11818,120,5,0,0.0,83,0,1,0,0,0,1,0,0
11819,230,8,23,0.57,0,0,0,1,0,0,1,0,0
11820,45,1,106,2.82,351,0,1,0,0,0,0,0,1
11821,600,3,0,0.0,0,0,0,1,0,0,1,0,0
11822,125,2,60,2.6,156,0,1,0,0,0,1,0,0
11823,149,2,1,0.02,0,0,0,1,0,0,1,0,0
11824,63,3,40,0.97,90,1,0,0,0,0,0,1,0
11825,60,3,6,0.15,0,0,1,0,0,0,1,0,0
11826,145,6,15,0.37,365,0,0,1,0,0,0,1,0
11827,57,2,17,0.42,365,0,0,1,0,0,0,1,0
11828,160,1,48,1.49,357,0,1,0,0,0,1,0,0
11829,164,1,10,0.27,0,0,1,0,0,0,1,0,0
11830,250,2,6,0.15,365,0,1,0,0,0,1,0,0
11831,99,6,19,0.57,148,0,0,1,0,0,1,0,0
11832,140,10,0,0.0,0,0,0,1,0,0,1,0,0
11833,205,3,73,1.82,365,0,1,0,0,0,1,0,0
11834,65,4,5,0.12,365,0,1,0,0,0,0,1,0
11835,250,4,0,0.0,185,0,1,0,0,0,1,0,0
11836,399,6,0,0.0,0,0,0,1,0,0,0,1,0
11837,295,3,3,0.07,178,0,0,1,0,0,1,0,0
11838,155,2,162,3.99,323,0,1,0,0,0,1,0,0
11839,150,2,16,0.43,0,0,0,1,0,0,1,0,0
11840,70,2,146,3.54,318,0,1,0,0,0,1,0,0
11841,45,1,118,2.86,357,0,1,0,0,0,0,0,1
11842,65,7,9,0.22,0,0,1,0,0,0,0,1,0
11843,250,1,13,0.32,0,0,0,1,0,0,1,0,0
11844,185,1,1,0.03,0,0,1,0,0,0,0,0,1
