,id,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,neighbourhood_Harlem,neighbourhood_Morningside Heights,neighbourhood_Upper West Side
40855,27610995,230,3,7,1.21,46,0,1,0,0,0,1
40870,27624476,120,2,11,2.08,179,0,1,0,1,0,0
40883,27630572,135,1,0,0.0,32,1,0,0,0,0,1
40888,27633987,120,4,6,1.73,89,1,0,0,1,0,0
40890,27635136,345,1,20,4.23,109,1,0,0,0,0,1
40892,27636889,245,2,16,3.02,296,1,0,0,0,0,1
40902,27639832,70,5,30,5.39,8,0,1,0,1,0,0
40931,27657926,175,5,1,0.25,89,1,0,0,1,0,0
40966,27681899,170,3,3,0.54,122,1,0,0,1,0,0
40994,27701535,65,1,10,1.79,87,0,1,0,1,0,0
40999,27703257,129,1,2,1.18,61,1,0,0,0,0,1
41005,27703859,148,1,6,1.17,80,1,0,0,0,0,1
41007,27704612,159,3,17,3.47,339,1,0,0,1,0,0
41009,27705293,85,2,14,2.76,0,1,0,0,1,0,0
41010,27706017,90,1,13,2.53,341,0,1,0,0,0,1
41054,27733195,60,1,5,0.91,179,0,1,0,1,0,0
41062,27735883,126,2,5,0.99,72,1,0,0,1,0,0
41095,27762497,165,2,21,4.01,133,0,1,0,0,0,1
41110,27776337,45,1,6,1.14,170,0,1,0,1,0,0
41130,27783886,225,2,4,1.02,100,1,0,0,1,0,0
41144,27786853,175,1,1,0.19,1,1,0,0,0,0,1
41160,27802400,125,1,2,0.48,89,0,1,0,1,0,0
41193,27814106,224,1,19,3.68,25,1,0,0,1,0,0
41195,27815089,110,1,1,0.19,0,0,1,0,1,0,0
41204,27827110,45,4,4,0.73,0,0,1,0,1,0,0
41211,27830949,300,30,0,0.0,365,1,0,0,0,0,1
41218,27832008,119,2,13,2.95,195,1,0,0,1,0,0
41224,27834828,76,6,1,1.0,25,0,1,0,1,0,0
41249,27851442,189,2,5,1.07,16,1,0,0,1,0,0
41264,27855481,190,7,0,0.0,59,1,0,0,0,0,1
41321,27906346,140,5,2,0.39,89,1,0,0,0,0,1
41326,27909175,70,1,26,4.84,35,0,1,0,1,0,0
41333,27915673,99,1,23,4.69,77,0,1,0,0,0,1
41334,27919288,90,1,12,2.63,129,0,1,0,1,0,0
41341,27923071,36,30,1,0.25,244,0,1,0,1,0,0
41350,27926975,65,2,9,1.65,358,0,1,0,1,0,0
41368,27931584,86,2,6,1.29,362,1,0,0,1,0,0
41396,27951741,180,2,16,3.14,174,1,0,0,1,0,0
41415,27957559,275,3,26,4.79,141,1,0,0,0,0,1
41437,27975669,220,4,0,0.0,31,1,0,0,0,0,1
41446,27982636,50,2,0,0.0,289,0,1,0,1,0,0
41457,27988992,209,2,8,1.67,47,0,1,0,0,0,1
41462,27989781,80,1,18,3.7,154,0,1,0,1,0,0
41463,27989816,350,2,15,2.87,322,1,0,0,0,0,1
41499,28012986,170,3,15,3.54,1,1,0,0,0,0,1
41527,28031528,145,1,3,0.59,0,1,0,0,1,0,0
41544,28045230,300,1,30,7.63,292,1,0,0,0,0,1
41586,28071542,300,3,7,1.64,365,1,0,0,0,0,1
41599,28079070,135,1,8,2.35,214,0,1,0,0,0,1
41604,28081740,225,1,1,0.19,33,1,0,0,0,0,1
41606,28081940,79,3,3,0.59,89,0,1,0,1,0,0
41611,28083650,50,1,3,0.62,88,0,0,1,1,0,0
41624,28100333,848,1,10,2.05,365,0,1,0,1,0,0
41629,28101280,80,3,1,0.88,68,0,1,0,0,0,1
41630,28101762,175,2,18,4.12,187,1,0,0,0,0,1
41640,28107465,85,1,15,3.41,34,0,1,0,0,0,1
41643,28108511,85,1,22,4.31,88,0,1,0,1,0,0
41644,28108863,200,2,18,3.86,0,1,0,0,1,0,0
41654,28125509,79,1,29,5.72,167,0,1,0,0,0,1
41663,28129053,130,5,9,1.8,12,1,0,0,1,0,0
41703,28138089,92,1,11,2.16,88,0,1,0,1,0,0
41705,28138864,115,1,11,2.16,89,0,1,0,1,0,0
41711,28150689,60,3,0,0.0,143,0,1,0,0,1,0
41719,28154635,199,4,6,1.18,0,1,0,0,0,0,1
41734,28162058,225,30,5,1.18,267,1,0,0,1,0,0
41736,28162796,90,1,19,3.85,89,0,1,0,1,0,0
41747,28180560,125,1,18,3.67,88,0,1,0,1,0,0
41748,28180599,150,5,4,0.86,118,1,0,0,0,0,1
41752,28181405,57,1,25,5.6,91,0,1,0,1,0,0
41754,28181620,130,1,16,3.14,89,0,1,0,1,0,0
41756,28181805,45,1,30,6.77,246,0,0,1,1,0,0
41759,28182769,160,1,2,0.51,0,1,0,0,1,0,0
41777,28194147,105,5,0,0.0,89,0,1,0,0,0,1
41805,28215809,62,14,0,0.0,365,0,1,0,1,0,0
41809,28218384,150,3,10,2.31,49,1,0,0,0,0,1
41810,28218707,115,1,15,2.98,87,0,1,0,1,0,0
41813,28219058,125,1,14,2.88,87,0,1,0,1,0,0
41821,28221653,95,1,2,0.43,7,0,1,0,0,0,1
41823,28222556,115,1,0,0.0,83,0,1,0,1,0,0
41825,28223260,179,1,0,0.0,0,1,0,0,0,0,1
41837,28228445,250,3,1,0.29,8,1,0,0,0,0,1
41851,28243134,140,2,2,2.0,0,1,0,0,1,0,0
41853,28245313,145,2,2,0.57,17,1,0,0,1,0,0
41854,28245930,95,2,10,2.14,116,1,0,0,1,0,0
41862,28250999,75,4,4,1.03,89,1,0,0,1,0,0
41863,28251042,86,2,7,1.43,54,0,1,0,1,0,0
41883,28259695,85,1,8,1.67,365,0,1,0,1,0,0
41895,28275877,60,2,0,0.0,83,0,1,0,0,0,1
41912,28284867,90,10,1,0.24,153,1,0,0,1,0,0
41917,28286163,220,3,2,0.48,234,1,0,0,1,0,0
41921,28286952,199,7,2,0.49,0,1,0,0,0,0,1
41927,28290447,149,5,11,3.14,81,1,0,0,1,0,0
41964,28312729,80,2,13,2.67,242,0,1,0,1,0,0
41965,28313234,70,3,15,3.15,242,0,1,0,1,0,0
41967,28313344,70,2,12,2.5,239,0,1,0,1,0,0
41990,28329261,50,2,3,0.64,1,0,1,0,1,0,0
42040,28346728,180,1,25,6.3,22,1,0,0,0,0,1
42073,28367842,70,30,2,1.22,348,0,1,0,1,0,0
42074,28368234,120,1,7,1.58,89,0,1,0,1,0,0
42092,28381581,130,4,19,5.14,134,0,1,0,0,1,0
42116,28391967,109,30,2,0.64,40,1,0,0,1,0,0
42124,28405425,20,7,2,2.0,306,0,0,1,1,0,0
42131,28408961,109,3,2,0.48,83,0,1,0,0,0,1
42135,28409831,175,3,5,1.17,77,1,0,0,1,0,0
42166,28432353,225,31,0,0.0,87,1,0,0,1,0,0
42174,28438004,325,2,2,0.43,0,1,0,0,1,0,0
42189,28450441,100,1,12,2.57,348,0,1,0,0,0,1
42199,28458448,150,1,20,4.76,88,0,1,0,1,0,0
42206,28461316,150,2,2,0.45,0,1,0,0,0,1,0
42209,28462738,199,1,49,10.5,148,1,0,0,0,0,1
42262,28494807,100,2,7,2.5,23,1,0,0,0,0,1
42269,28507308,135,10,7,1.67,180,1,0,0,0,0,1
42283,28515078,150,2,7,1.76,23,1,0,0,1,0,0
42305,28534405,50,1,0,0.0,0,0,1,0,1,0,0
42316,28540171,95,2,0,0.0,89,0,1,0,1,0,0
42331,28543617,100,2,5,1.21,89,0,1,0,1,0,0
42342,28550680,150,5,14,3.75,144,0,1,0,1,0,0
42347,28559951,70,1,23,7.42,73,0,1,0,1,0,0
42351,28561160,98,2,5,1.43,32,0,1,0,0,0,1
42356,28563801,250,1,11,4.23,303,1,0,0,1,0,0
42360,28565017,125,10,1,0.23,0,1,0,0,0,0,1
42367,28568117,200,1,7,1.88,179,0,1,0,1,0,0
42375,28581563,140,30,0,0.0,0,0,1,0,0,0,1
42394,28587012,150,1,23,5.66,0,1,0,0,0,0,1
42398,28587663,165,14,0,0.0,27,1,0,0,0,0,1
42402,28591570,98,2,21,4.92,2,1,0,0,1,0,0
42405,28600950,127,3,7,2.63,41,1,0,0,0,0,1
42425,28608920,165,2,6,1.53,53,1,0,0,0,0,1
42433,28611623,53,5,22,5.08,94,0,1,0,1,0,0
42436,28612774,60,30,0,0.0,214,0,1,0,0,0,1
42443,28616435,65,3,9,2.03,89,0,1,0,1,0,0
42463,28635342,390,30,0,0.0,365,1,0,0,0,0,1
42470,28637994,55,28,3,0.78,29,0,1,0,1,0,0
42480,28642675,200,2,5,1.17,24,1,0,0,0,0,1
42491,28656606,300,1,0,0.0,264,1,0,0,0,0,1
42494,28658564,145,3,2,0.86,3,1,0,0,0,0,1
42510,28664722,250,5,1,0.31,82,1,0,0,0,0,1
42537,28684997,120,7,3,1.41,117,1,0,0,1,0,0
42545,28688612,200,4,0,0.0,365,0,1,0,0,0,1
42557,28693418,200,7,3,0.72,0,1,0,0,0,0,1
42576,28711718,39,10,1,1.0,0,0,1,0,1,0,0
42601,28717637,200,30,0,0.0,365,1,0,0,0,0,1
42636,28736839,300,1,1,0.26,0,1,0,0,1,0,0
42649,28740286,135,7,2,0.71,179,1,0,0,1,0,0
42650,28740981,99,2,5,1.43,31,1,0,0,1,0,0
42659,28752001,88,3,13,3.1,72,0,1,0,1,0,0
42665,28755866,93,30,0,0.0,88,1,0,0,1,0,0
42669,28758083,50,1,2,0.5,0,0,1,0,0,1,0
42678,28761069,62,30,2,0.63,365,0,1,0,1,0,0
42682,28762529,102,1,6,1.37,85,0,1,0,1,0,0
42685,28763476,54,1,11,2.73,89,0,1,0,1,0,0
42687,28763970,110,1,11,2.68,88,0,1,0,1,0,0
42688,28764163,105,1,8,2.0,88,0,1,0,1,0,0
42723,28789823,50,1,9,2.14,82,0,1,0,1,0,0
42726,28801015,195,30,0,0.0,179,1,0,0,1,0,0
42728,28802019,200,1,19,6.33,314,1,0,0,1,0,0
42729,28802031,325,30,2,0.52,349,1,0,0,0,0,1
42737,28807664,90,1,23,5.85,177,0,1,0,1,0,0
42776,28835678,140,2,5,1.28,9,1,0,0,0,1,0
42780,28837251,220,3,4,0.97,364,0,1,0,0,0,1
42792,28840696,400,3,20,5.45,106,1,0,0,0,0,1
42817,28862785,175,2,12,3.91,284,1,0,0,1,0,0
42824,28866728,170,2,17,4.43,203,1,0,0,1,0,0
42829,28867577,180,5,16,4.03,31,1,0,0,1,0,0
42842,28885996,70,4,0,0.0,0,0,1,0,1,0,0
42848,28890229,169,1,10,2.68,0,1,0,0,0,1,0
42849,28890259,75,5,2,0.9,3,1,0,0,1,0,0
42854,28890908,75,3,1,1.0,0,0,1,0,1,0,0
42862,28892545,155,3,0,0.0,177,0,1,0,1,0,0
42907,28913324,270,1,4,1.07,365,1,0,0,1,0,0
42935,28932466,85,1,3,0.9,178,0,1,0,1,0,0
42946,28936557,80,1,12,3.19,36,0,1,0,1,0,0
42955,28939377,125,30,1,1.0,217,1,0,0,1,0,0
42983,28956663,150,1,1,0.27,179,0,1,0,1,0,0
42988,28958246,300,30,0,0.0,365,1,0,0,0,0,1
43028,28972637,125,60,1,0.29,29,1,0,0,1,0,0
43034,28976720,42,2,3,0.76,153,0,1,0,1,0,0
43066,28988283,150,1,3,0.86,178,0,1,0,1,0,0
43100,29008984,150,2,8,2.16,0,1,0,0,0,0,1
43103,29009555,65,1,16,4.25,178,0,1,0,1,0,0
43106,29011574,300,1,14,4.08,128,1,0,0,1,0,0
43114,29014336,100,1,0,0.0,365,0,1,0,1,0,0
43119,29016146,250,28,1,0.6,267,1,0,0,1,0,0
43123,29026865,200,6,0,0.0,89,1,0,0,1,0,0
43126,29027853,120,3,1,0.31,76,0,1,0,1,0,0
43128,29028668,135,2,2,0.87,5,1,0,0,0,1,0
43131,29031435,80,2,3,0.81,0,0,1,0,1,0,0
43140,29035502,50,3,5,1.27,89,0,1,0,1,0,0
43149,29037588,295,2,8,2.22,75,1,0,0,0,0,1
43155,29039497,70,1,20,5.17,0,0,1,0,0,0,1
43158,29041747,60,7,0,0.0,89,0,1,0,1,0,0
43173,29054973,200,2,11,2.97,105,1,0,0,1,0,0
43174,29055747,80,1,10,2.86,54,0,1,0,0,1,0
43175,29056259,350,5,2,0.52,114,1,0,0,1,0,0
43177,29056349,125,30,1,0.27,147,1,0,0,1,0,0
43180,29057463,130,30,0,0.0,118,1,0,0,1,0,0
43186,29058814,80,3,7,4.88,12,1,0,0,0,0,1
43200,29068686,300,1,4,1.32,89,1,0,0,0,0,1
43236,29090040,138,2,11,2.95,10,1,0,0,0,0,1
43239,29093302,120,5,3,1.11,33,0,1,0,1,0,0
43253,29097886,225,1,11,3.14,148,1,0,0,1,0,0
43254,29097892,188,3,8,2.11,50,1,0,0,0,0,1
43266,29103145,150,5,3,1.08,0,1,0,0,1,0,0
43271,29104786,56,3,3,2.37,145,0,1,0,1,0,0
43305,29129256,84,1,2,0.71,88,0,0,1,0,0,1
43306,29129902,275,3,5,1.76,0,1,0,0,0,0,1
43325,29133571,200,2,2,0.58,365,1,0,0,1,0,0
43338,29145465,132,2,4,1.18,364,0,1,0,0,0,1
43349,29150883,215,30,0,0.0,365,1,0,0,0,0,1
43361,29156377,60,2,1,0.59,179,0,1,0,1,0,0
43390,29171435,150,2,2,2.0,264,1,0,0,0,0,1
43398,29180542,159,2,15,4.5,348,1,0,0,1,0,0
43399,29181147,70,1,4,1.33,0,0,1,0,0,0,1
43417,29184845,60,2,23,6.9,34,0,1,0,1,0,0
43420,29185398,100,1,0,0.0,87,0,1,0,1,0,0
43433,29190504,150,3,2,0.71,3,1,0,0,1,0,0
43434,29191564,150,3,4,2.0,61,1,0,0,1,0,0
43441,29205817,80,2,5,1.44,143,0,1,0,1,0,0
43447,29210073,250,2,1,0.54,37,1,0,0,0,0,1
43462,29215523,92,1,11,3.37,81,0,1,0,1,0,0
43476,29220176,85,1,18,5.19,59,0,1,0,0,1,0
43477,29220410,80,1,9,2.81,63,0,1,0,0,1,0
43480,29222825,100,2,1,0.33,55,0,1,0,1,0,0
43483,29225417,236,30,0,0.0,363,1,0,0,0,0,1
43531,29242067,150,1,14,3.96,1,0,1,0,1,0,0
43546,29255105,55,2,5,1.47,0,0,1,0,1,0,0
43553,29256968,89,1,1,0.37,0,0,1,0,1,0,0
43569,29262026,129,1,2,0.76,362,0,1,0,0,1,0
43579,29275808,115,1,8,2.18,86,0,1,0,1,0,0
43581,29276331,332,3,17,4.81,261,1,0,0,0,0,1
43582,29276966,115,1,4,1.15,87,0,1,0,1,0,0
43596,29281783,250,4,0,0.0,78,1,0,0,0,0,1
43598,29282091,200,30,0,0.0,326,1,0,0,0,0,1
43601,29282847,195,3,2,0.86,86,1,0,0,1,0,0
43606,29285414,125,3,0,0.0,273,0,1,0,1,0,0
43615,29289404,47,2,13,3.68,27,0,0,1,1,0,0
43620,29295191,325,1,8,2.67,18,1,0,0,0,0,1
43624,29299404,99,3,3,2.5,1,1,0,0,0,0,1
43634,29304334,85,1,8,2.29,166,0,1,0,1,0,0
43643,29308309,125,5,3,1.84,10,1,0,0,1,0,0
43649,29309564,150,2,2,1.62,39,0,1,0,1,0,0
43654,29311402,139,7,1,0.57,132,1,0,0,1,0,0
43661,29313398,150,10,0,0.0,0,1,0,0,1,0,0
43666,29314671,164,1,7,2.0,0,1,0,0,1,0,0
43677,29331191,218,30,0,0.0,11,1,0,0,0,0,1
43684,29332407,195,2,0,0.0,364,1,0,0,1,0,0
43689,29334325,97,3,5,1.56,0,0,1,0,0,0,1
43714,29341918,85,1,13,3.75,84,0,1,0,0,0,1
43739,29359403,102,1,8,2.93,83,1,0,0,1,0,0
43764,29371373,78,1,12,6.67,47,1,0,0,1,0,0
43774,29383018,80,7,22,6.41,191,0,1,0,0,1,0
43775,29383019,85,1,31,8.86,202,0,1,0,0,1,0
43776,29383020,98,1,22,6.29,203,0,1,0,0,1,0
43777,29383021,90,1,22,6.47,209,0,1,0,0,1,0
43781,29384270,250,30,0,0.0,365,1,0,0,0,0,1
43782,29384388,90,5,5,1.79,93,1,0,0,0,0,1
43787,29385394,199,2,10,4.17,8,1,0,0,0,0,1
43796,29388858,400,28,7,2.39,0,1,0,0,0,0,1
43810,29392681,190,3,11,3.98,136,1,0,0,0,0,1
43817,29394891,125,3,2,0.61,2,1,0,0,0,0,1
43836,29411649,90,2,3,0.96,0,0,1,0,1,0,0
43844,29413218,450,4,23,7.34,316,1,0,0,0,0,1
43854,29416693,135,4,0,0.0,14,0,1,0,0,0,1
43861,29418724,100,4,2,1.33,6,1,0,0,0,1,0
43866,29420244,70,2,2,0.57,364,0,1,0,1,0,0
43873,29425269,97,1,17,5.6,67,0,1,0,1,0,0
43879,29432994,220,2,1,0.39,0,1,0,0,0,0,1
43883,29434308,150,1,2,0.65,179,0,1,0,0,1,0
43885,29434780,250,2,9,2.81,46,1,0,0,0,0,1
43897,29445977,280,8,1,1.0,90,1,0,0,1,0,0
43898,29449537,63,1,22,7.5,51,0,1,0,1,0,0
43914,29455324,239,3,5,1.46,130,1,0,0,0,1,0
43916,29455764,99,3,1,0.36,30,0,1,0,0,1,0
43944,29463258,250,6,0,0.0,76,1,0,0,0,0,1
43945,29463370,150,2,0,0.0,179,0,1,0,0,0,1
43947,29463847,45,5,4,1.25,149,0,1,0,1,0,0
43949,29464022,120,2,4,2.14,169,1,0,0,1,0,0
43953,29467067,144,90,0,0.0,363,1,0,0,0,0,1
43959,29479041,189,2,10,3.26,0,1,0,0,1,0,0
43960,29479427,120,2,3,1.29,61,0,1,0,1,0,0
43992,29492316,140,2,16,4.71,9,1,0,0,0,0,1
43994,29492557,25,2,1,0.45,4,0,1,0,1,0,0
44001,29496193,125,2,8,2.76,9,1,0,0,1,0,0
44009,29507584,140,1,2,0.85,62,1,0,0,1,0,0
44019,29511409,199,12,1,1.0,124,1,0,0,0,1,0
44022,29512260,298,1,4,1.43,360,1,0,0,1,0,0
44025,29513249,80,1,1,0.29,81,1,0,0,1,0,0
44032,29514186,200,3,0,0.0,80,1,0,0,0,0,1
44044,29516678,100,1,6,1.98,179,0,1,0,1,0,0
44046,29517477,100,1,4,1.71,364,1,0,0,1,0,0
44053,29517788,82,4,4,1.71,11,1,0,0,1,0,0
44055,29518083,120,1,24,7.35,148,0,1,0,0,1,0
44098,29541616,170,30,0,0.0,307,1,0,0,0,0,1
44099,29541790,119,2,8,4.44,36,1,0,0,1,0,0
44102,29543433,200,3,0,0.0,0,1,0,0,0,0,1
44116,29547314,6500,30,0,0.0,364,0,1,0,0,0,1
44145,29572267,35,29,0,0.0,336,0,1,0,1,0,0
44164,29588060,90,2,4,1.32,14,0,1,0,0,0,1
44179,29591891,60,3,2,0.8,359,0,1,0,1,0,0
44181,29592523,325,5,1,0.33,57,1,0,0,0,0,1
44185,29593069,200,1,5,1.55,0,1,0,0,1,0,0
44186,29593103,98,14,1,0.67,80,1,0,0,0,0,1
44196,29604741,285,7,0,0.0,99,1,0,0,0,0,1
44232,29616041,98,1,4,2.07,210,0,1,0,0,1,0
44233,29617415,40,30,0,0.0,268,0,1,0,1,0,0
44236,29621983,135,1,11,3.59,152,1,0,0,1,0,0
44245,29626161,85,1,17,5.6,114,0,1,0,0,1,0
44247,29626682,90,1,15,4.79,168,0,1,0,0,1,0
44278,29632733,65,4,18,5.93,49,0,1,0,1,0,0
44295,29647434,165,2,4,2.73,0,0,1,0,0,0,1
44339,29658517,110,1,2,0.69,170,0,1,0,0,0,1
44350,29662087,145,1,2,0.67,0,0,1,0,0,0,1
44383,29680105,40,5,0,0.0,307,0,1,0,1,0,0
44397,29685583,42,3,12,4.24,46,0,1,0,1,0,0
44410,29688903,91,1,8,2.93,80,0,1,0,0,1,0
44423,29701654,165,30,1,1.0,307,1,0,0,0,0,1
44426,29701791,70,3,6,2.2,104,0,1,0,0,0,1
44434,29703465,250,3,2,0.86,7,1,0,0,1,0,0
44452,29707094,100,2,8,2.61,50,0,1,0,0,0,1
44471,29722452,150,3,4,1.74,364,1,0,0,1,0,0
44517,29751023,60,1,2,1.67,87,0,1,0,0,1,0
44522,29753750,92,2,15,5.56,53,0,1,0,1,0,0
44545,29760721,79,1,13,4.94,55,0,1,0,0,1,0
44559,29765101,260,30,0,0.0,0,1,0,0,0,0,1
44571,29776064,130,7,1,1.0,217,1,0,0,1,0,0
44572,29776209,75,2,12,4.74,0,0,1,0,1,0,0
44576,29777278,79,2,11,4.12,33,0,1,0,1,0,0
44579,29777857,89,2,11,4.34,35,0,1,0,1,0,0
44583,29779072,150,1,11,4.46,21,1,0,0,1,0,0
44621,29798872,68,1,4,2.35,0,0,1,0,0,0,1
44641,29804246,80,1,16,9.41,22,0,1,0,1,0,0
44649,29806412,310,7,0,0.0,0,1,0,0,0,0,1
44669,29824007,100,3,3,1.34,86,1,0,0,1,0,0
44670,29824343,200,30,0,0.0,179,1,0,0,1,0,0
44686,29827690,95,2,16,5.71,110,0,1,0,1,0,0
44690,29828333,202,3,3,1.43,88,1,0,0,1,0,0
44693,29828657,150,5,0,0.0,0,1,0,0,0,1,0
44698,29829412,95,2,10,4.41,232,0,1,0,1,0,0
44700,29830019,70,3,1,0.94,9,0,1,0,1,0,0
44701,29830377,85,7,0,0.0,79,1,0,0,1,0,0
44705,29831510,95,2,10,3.57,199,0,1,0,1,0,0
44709,29832437,85,1,14,5.53,42,0,1,0,0,1,0
44715,29834691,150,1,4,1.74,0,1,0,0,1,0,0
44731,29849082,43,2,1,0.94,37,0,1,0,1,0,0
44756,29854455,130,1,1,0.79,15,1,0,0,1,0,0
44764,29858126,200,1,3,2.2,0,1,0,0,1,0,0
44768,29858665,250,4,4,1.56,12,1,0,0,1,0,0
44777,29862444,175,31,2,0.78,89,1,0,0,0,0,1
44792,29874869,55,3,3,1.27,0,0,1,0,1,0,0
44821,29881973,30,10,0,0.0,94,0,1,0,1,0,0
44832,29884486,350,3,4,1.74,77,1,0,0,0,0,1
44833,29884763,85,1,7,2.5,149,0,1,0,1,0,0
44839,29885724,400,3,20,7.5,305,1,0,0,0,0,1
44841,29885866,400,2,20,7.5,290,1,0,0,0,0,1
44843,29885929,90,2,7,2.53,177,0,1,0,1,0,0
44864,29900235,45,4,12,5.29,17,0,1,0,1,0,0
44940,29924451,130,30,0,0.0,310,1,0,0,0,0,1
44950,29929023,250,2,8,3.16,275,1,0,0,0,0,1
44968,29937919,215,2,1,0.53,179,0,1,0,1,0,0
44990,29944399,40,4,10,3.61,42,0,1,0,1,0,0
44991,29944557,132,2,7,2.73,97,1,0,0,1,0,0
44993,29945006,35,4,17,6.07,49,0,1,0,1,0,0
45009,29948786,350,3,1,0.91,83,1,0,0,1,0,0
45011,29952375,70,2,8,5.85,0,0,1,0,0,0,1
45019,29957068,295,2,7,3.44,119,1,0,0,1,0,0
45022,29959104,200,1,4,2.11,89,0,1,0,1,0,0
45026,29960469,90,4,1,0.77,31,1,0,0,1,0,0
45027,29960687,100,1,18,6.92,246,0,1,0,0,0,1
45030,29961517,50,2,3,3.0,95,0,1,0,0,0,1
45033,29962484,200,2,9,3.8,365,1,0,0,1,0,0
45034,29962534,50,2,5,4.17,96,0,1,0,0,0,1
45038,29963179,125,30,0,0.0,83,1,0,0,0,0,1
45040,29963374,118,30,0,0.0,220,1,0,0,0,0,1
45057,29965528,75,2,14,5.45,42,0,1,0,1,0,0
45067,29967445,75,1,3,1.61,362,1,0,0,1,0,0
45115,29987114,95,1,11,5.16,22,1,0,0,1,0,0
45118,29987801,70,2,8,5.11,83,0,1,0,0,0,1
45119,29987867,115,4,3,1.3,1,1,0,0,1,0,0
45121,29988589,199,2,9,3.86,236,1,0,0,0,0,1
45132,29994325,400,3,1,0.88,70,1,0,0,0,0,1
45133,29994632,99,1,0,0.0,89,0,1,0,1,0,0
45158,30007990,100,2,2,0.87,0,1,0,0,1,0,0
45188,30015731,249,2,4,2.07,112,1,0,0,0,0,1
45194,30017757,90,2,0,0.0,80,0,1,0,0,0,1
45199,30019007,70,1,3,1.48,85,0,1,0,1,0,0
45212,30021315,150,2,8,3.81,71,1,0,0,0,0,1
45216,30023156,120,1,1,0.48,89,0,1,0,0,1,0
45227,30033478,59,1,1,1.0,0,0,1,0,1,0,0
45235,30035166,5000,1,0,0.0,327,1,0,0,1,0,0
45237,30035834,133,1,6,2.34,26,1,0,0,1,0,0
45252,30038245,60,3,4,2.0,164,0,1,0,1,0,0
45263,30041344,100,2,0,0.0,1,0,1,0,1,0,0
45265,30041554,175,3,1,0.91,3,1,0,0,1,0,0
45281,30045461,70,1,4,2.31,0,0,1,0,1,0,0
45283,30046140,600,3,0,0.0,68,1,0,0,1,0,0
45326,30064021,120,5,1,1.0,0,1,0,0,1,0,0
45336,30066459,150,13,1,0.4,0,1,0,0,0,1,0
45346,30067603,47,5,14,5.68,124,0,1,0,1,0,0
45363,30071905,269,2,10,4.48,212,1,0,0,1,0,0
45365,30072218,249,1,16,6.23,83,1,0,0,0,0,1
45376,30083265,299,14,6,2.5,27,0,1,0,1,0,0
45381,30085136,99,6,1,0.94,62,0,1,0,1,0,0
45389,30086648,100,3,3,1.64,46,1,0,0,1,0,0
45393,30087397,100,2,5,2.17,0,0,1,0,0,0,1
45396,30088310,80,2,3,1.55,0,0,1,0,0,0,1
45398,30088359,100,1,11,4.29,0,1,0,0,0,1,0
45450,30107262,65,2,0,0.0,9,1,0,0,1,0,0
45461,30109697,130,30,0,0.0,296,1,0,0,0,0,1
45469,30112494,120,2,4,1.71,0,1,0,0,1,0,0
45474,30120891,120,2,0,0.0,26,0,1,0,1,0,0
45475,30120895,35,4,7,2.88,56,0,1,0,1,0,0
45477,30122033,375,4,1,0.91,7,1,0,0,0,0,1
45486,30124555,125,2,1,0.61,3,1,0,0,1,0,0
45495,30126088,75,1,1,0.91,89,0,1,0,1,0,0
45498,30126989,57,30,1,0.88,365,0,1,0,1,0,0
45500,30128577,53,30,0,0.0,365,0,1,0,1,0,0
45507,30129959,100,3,1,0.94,9,0,1,0,1,0,0
45535,30134327,150,1,7,3.23,0,1,0,0,0,0,1
45539,30141411,50,30,1,1.0,365,0,1,0,1,0,0
45543,30142848,53,1,3,1.67,27,0,1,0,1,0,0
45544,30143343,350,5,1,1.0,13,1,0,0,0,0,1
45546,30144241,70,3,1,0.86,116,0,1,0,1,0,0
45552,30145840,63,30,1,0.94,339,0,1,0,1,0,0
45554,30146882,63,30,0,0.0,365,0,1,0,1,0,0
45557,30147304,63,30,0,0.0,365,0,1,0,1,0,0
45559,30147667,63,30,1,0.94,365,0,1,0,1,0,0
45563,30148561,63,14,1,0.7,365,0,1,0,1,0,0
45565,30148817,63,30,0,0.0,365,0,1,0,1,0,0
45598,30157585,46,1,1,0.41,179,0,1,0,1,0,0
45609,30159499,60,1,9,4.5,29,0,1,0,1,0,0
45647,30177516,188,2,2,2.0,25,1,0,0,0,0,1
45652,30179242,400,4,17,7.29,268,1,0,0,0,0,1
45654,30179401,180,30,0,0.0,5,1,0,0,0,1,0
45658,30180208,70,3,3,1.64,0,0,1,0,1,0,0
45675,30183428,135,2,1,0.91,48,1,0,0,0,0,1
45729,30200332,266,30,0,0.0,365,1,0,0,0,1,0
45733,30200750,150,4,0,0.0,0,0,1,0,1,0,0
45758,30210441,127,1,0,0.0,89,0,1,0,1,0,0
45779,30225369,390,10,0,0.0,71,1,0,0,0,0,1
45788,30228943,200,2,5,2.5,5,1,0,0,0,0,1
45792,30229561,44,1,3,2.73,89,0,1,0,1,0,0
45808,30232726,69,3,2,0.83,179,0,1,0,1,0,0
45811,30233548,50,5,14,6.36,135,0,1,0,1,0,0
45824,30246702,108,3,0,0.0,13,0,1,0,0,0,1
45834,30249168,150,3,3,1.64,0,1,0,0,0,0,1
45835,30249483,140,2,5,3.49,142,1,0,0,1,0,0
45839,30251760,77,1,0,0.0,179,0,1,0,1,0,0
45843,30252266,299,14,2,1.11,179,0,1,0,1,0,0
