,Stars,Accuracy,Communication,Cleanliness,Location,Check-In,Value
31237124,null,,,,,,
31255471,null,10,6,4,8,10,6
31262705,,,,,,,
31269990,null,10,10,10,10,10,8
31280212,null,,,,,,
31281182,,,,,,,
31287343,null,,,,,,
31288513,null,,,,,,
31293545,5,10,10,9,10,10,10
31296410,5,10,10,10,10,10,10
31304901,,,,,,,
31305393,,,,,,,
31313153,null,2,8,6,6,4,2
31313951,,,,,,,
31314273,5,10,10,10,10,10,9
31315936,null,9,8,8,10,10,10
31317255,null,,,,,,
31317360,5,10,10,10,9,10,10
31324327,5,10,10,10,10,10,10
31327221,4.5,10,10,8,10,10,9
31333074,5,10,10,10,10,10,10
31333327,4.5,10,10,10,10,10,9
31348737,,,,,,,
31359778,null,,,,,,
31361036,,,,,,,
31380618,,,,,,,
31387609,,,,,,,
31389675,null,10,10,10,10,10,10
31389728,null,10,10,8,10,10,10
31392148,,,,,,,
31400403,null,,,,,,
31409073,null,,,,,,
31410637,null,10,10,8,10,10,10
31411380,null,10,10,10,10,10,10
31412174,,,,,,,
31415232,4.5,7,10,10,10,10,8
31415666,,,,,,,
31428865,null,,,,,,
31433921,,,,,,,
31435876,,,,,,,
31441434,5,10,10,10,10,10,10
31444454,,,,,,,
31445142,,,,,,,
31445758,4,9,8,8,10,8,9
31465478,5,10,9,10,10,10,10
31466176,5,10,10,10,10,10,10
31476497,5,10,10,9,9,10,10
31487519,,,,,,,
31500172,5,10,10,10,10,10,10
31502639,5,10,10,10,9,10,10
31511563,,,,,,,
31516793,,,,,,,
31517652,5,10,9,10,10,9,10
31521732,null,10,10,10,10,10,10
31533898,null,,,,,,
31536758,null,10,10,10,10,10,10
31540929,null,10,10,10,10,10,10
31541729,,,,,,,
31543246,null,,,,,,
31555001,null,10,10,10,10,10,10
31567752,null,8,10,9,10,10,10
31572850,null,,,,,,
31595243,,,,,,,
31595389,null,,,,,,
31595569,,,,,,,
31614099,,,,,,,
31614546,,,,,,,
31621785,5,10,10,10,10,10,10
31622448,,,,,,,
31625127,,,,,,,
31625476,,,,,,,
31626920,4.5,8,10,9,9,9,9
31639432,5,10,10,10,10,10,10
31669717,null,10,10,10,10,10,10
31671043,null,,,,,,
31671926,,,,,,,
31677408,null,,,,,,
31681337,,,,,,,
31689129,,,,,,,
31694540,5,10,10,9,10,10,10
31704075,5,10,10,10,10,10,10
31705298,5,10,10,10,10,10,10
31713707,,,,,,,
31714248,null,,,,,,
31715730,,,,,,,
31716138,null,9,10,9,10,10,8
31718400,,,,,,,
31719108,4.5,9,10,9,10,10,10
31721742,null,,,,,,
31722467,null,,,,,,
31729652,5,10,10,9,10,9,10
31731207,,,,,,,
31731555,null,10,10,10,10,10,10
31740998,null,6,6,6,10,7,6
31759546,null,,,,,,
31760436,null,4,10,8,10,10,4
31760509,5,10,10,10,10,10,10
31774443,null,2,2,4,6,4,2
31779364,,,,,,,
31795637,null,10,10,2,10,10,6
31802275,4.5,9,10,9,9,10,9
31803841,,,,,,,
31814773,null,10,10,10,10,10,8
31815508,null,6,10,6,10,10,6
31820781,,,,,,,
31822089,,,,,,,
31823722,null,,,,,,
31828585,null,10,10,10,10,8,8
31830504,,,,,,,
31830652,null,,,,,,
31833338,,,,,,,
31835917,null,,,,,,
31850860,,,,,,,
31857472,4.5,10,10,10,10,9,10
31861231,,,,,,,
31861671,5,10,10,10,10,10,10
31861947,,,,,,,
31863369,null,10,10,10,10,10,10
31874576,null,,,,,,
31875616,null,,,,,,
31875827,null,,,,,,
31876014,null,,,,,,
31876112,null,,,,,,
31876398,null,,,,,,
31876645,null,,,,,,
31876724,null,,,,,,
31877020,null,,,,,,
31877100,null,,,,,,
31877170,null,,,,,,
31877537,null,,,,,,
31877755,null,,,,,,
31877856,null,,,,,,
31877977,null,,,,,,
31878078,null,,,,,,
31878663,null,,,,,,
31878924,null,,,,,,
31879035,null,,,,,,
31888319,null,,,,,,
31894855,null,10,10,9,10,10,10
31896553,,,,,,,
31897516,null,,,,,,
31919779,null,,,,,,
31920075,5,10,10,9,10,10,10
31921475,null,10,10,10,10,10,10
31924767,,,,,,,
31925803,,,,,,,
31926655,4.5,9,10,9,10,10,10
31927169,,,,,,,
31927730,,,,,,,
31928077,,,,,,,
31929350,null,,,,,,
31929578,null,,,,,,
31929775,null,,,,,,
31947544,,,,,,,
31949652,,,,,,,
31950040,,,,,,,
31956467,,,,,,,
31957870,,,,,,,
31958321,,,,,,,
31959098,,,,,,,
31961526,5,10,10,10,10,10,10
31978375,5,10,10,10,10,10,10
31979408,3.5,8,10,3,9,9,7
31983211,null,10,10,10,10,10,10
31985521,,,,,,,
31987544,null,,,,,,
31987806,null,,,,,,
31988004,null,,,,,,
31988112,null,,,,,,
32015007,null,,,,,,
32036997,null,,,,,,
32041621,5,10,10,8,10,10,10
32042820,null,,,,,,
32045160,4,9,10,10,9,9,10
32053614,5,10,10,10,10,9,10
3818298,5,10,10,10,10,10,10
4121110,null,10,10,10,8,10,10
6471117,5,10,10,10,9,10,10
7034609,5,10,10,9,10,10,10
7279583,5,10,10,10,10,10,10
9022118,null,4,10,10,10,10,6
9249597,null,10,10,10,10,10,10
9296089,null,,,,,,
9405466,null,10,10,10,10,10,10
9839017,5,10,10,10,10,10,10
10367220,null,,,,,,
10704981,null,10,10,10,10,10,10
12535946,null,10,10,10,10,10,10
12774249,4.5,10,9,9,9,10,9
12798141,5,10,10,10,10,10,10
15062944,4.5,8,8,9,10,10,9
16804336,4.5,9,9,8,10,9,9
18209795,5,10,10,8,10,10,10
18264659,4.5,10,10,9,10,10,9
19495570,5,10,10,10,10,10,10
21133911,5,10,10,10,10,10,10
21324522,4.5,10,10,9,10,10,10
21892834,5,10,10,10,10,10,10
22265878,5,10,10,9,10,10,10
22881110,5,10,10,10,10,10,10
23336678,4,8,9,8,9,9,9
23378803,5,10,10,10,10,10,10
26313558,5,10,10,10,10,10,10
26318555,5,10,10,10,10,10,10
27230145,null,,,,,,
27926975,4.5,9,10,9,9,10,9
28438004,null,10,10,10,10,10,10
30232726,4.5,9,9,9,9,9,9
30388429,null,,,,,,
31802641,null,,,,,,
