,Stars,Accuracy,Communication,Cleanliness,Location,Check-In,Value
9736600,null,,,,,,
9739888,null,,,,,,
9740150,4.5,10,9,10,9,10,9
9740264,5,10,10,9,9,9,10
9745484,4.5,10,10,9,9,10,10
9747059,null,,,,,,
9756258,null,9,10,10,9,10,10
9756612,null,,,,,,
9758320,null,,,,,,
9760401,null,,,,,,
9766922,null,,,,,,
9768199,5,10,10,10,9,10,9
9772539,null,10,10,8,10,10,8
9775237,4.5,10,10,9,9,10,9
9777883,null,,,,,,
9778049,4.5,10,10,10,10,10,9
9778960,null,10,4,4,6,2,6
9778978,null,10,10,10,10,10,10
9786182,5,10,10,10,9,10,10
9786769,null,,,,,,
9788141,null,,,,,,
9790098,null,,,,,,
9794364,4.5,10,10,9,9,10,9
9807059,null,,,,,,
9810271,5,10,10,10,9,10,10
9813364,null,,,,,,
9818465,5,10,10,9,10,10,10
9819164,null,,,,,,
9819437,null,,,,,,
9821370,4.5,9,9,8,9,9,9
9824807,5,10,10,9,10,10,10
9833212,5,10,10,10,10,10,10
9835226,5,10,10,9,10,10,10
9835350,4.5,9,9,9,9,9,9
9838832,4.5,9,10,8,10,9,9
9841191,4.5,9,10,8,10,10,9
9843277,null,,,,,,
9853884,null,,,,,,
9859888,5,10,10,8,10,10,10
9861797,null,10,10,10,10,10,10
9862199,null,10,10,10,10,10,8
9866779,null,10,10,10,10,10,10
9875822,null,,,,,,
9887326,null,9,10,8,10,8,9
9894741,null,,,,,,
9896731,null,,,,,,
9897418,null,,,,,,
9900120,null,8,,8,6,8,8
9900224,5,10,10,9,10,10,10
9901706,null,,,,,,
9902123,4.5,9,10,9,10,9,9
9902263,null,,,,,,
9902915,null,,,,,,
9905474,null,,,,,,
9918524,null,,,,,,
9926044,,,,,,,
9936109,null,10,10,10,10,10,10
9937434,5,10,10,9,10,10,9
9941603,5,10,10,10,10,10,10
9943258,null,,,,,,
9943776,4.5,10,9,10,10,9,9
9956834,5,10,10,9,9,10,9
9959880,null,10,10,8,10,10,10
9960135,4.5,9,10,9,9,10,9
9960561,,,,,,,
9969565,null,,,,,,
9973654,null,8,8,6,10,8,10
9975425,5,10,10,9,9,10,10
9979707,5,10,10,10,10,10,10
9984143,null,,,,,,
9989322,,,,,,,
9989842,null,8,10,6,10,10,10
9992479,null,10,10,10,10,10,10
9992525,5,10,10,10,10,9,10
9996830,5,10,10,9,10,10,10
9998930,5,10,10,8,9,10,10
9999714,null,,,,,,
9999939,null,10,9,9,10,10,10
10000943,5,10,10,9,10,10,10
10008615,5,9,9,9,9,10,9
10010845,4.5,10,10,9,10,10,9
10011009,null,,,,,,
10011086,null,10,10,10,8,10,10
10015258,null,4,10,2,6,10,6
10019335,null,,,,,,
10021643,null,10,8,10,10,10,8
10022956,5,10,10,10,9,10,10
10022997,null,,,,,,
10032285,null,,,,,,
10032495,null,10,10,10,10,10,10
10035098,null,4,10,8,10,10,8
10039579,5,10,10,10,10,10,10
10043064,null,8,10,9,10,10,8
10053943,null,8,8,7,9,9,10
10054480,4.5,10,10,9,10,10,10
10054894,null,,,,,,
10058942,3.5,8,9,6,7,7,7
10067199,null,,,,,,
10070235,null,,,,,,
10070350,null,,,,,,
10070663,null,,,,,,
10071232,null,,,,,,
10072750,null,,,,,,
10076836,5,10,10,10,10,10,10
10083881,null,,,,,,
10086307,5,10,10,10,10,10,10
10087575,null,10,10,10,10,10,10
10088612,4.5,9,10,9,9,10,9
10088636,5,10,10,9,9,10,9
10097957,5,10,10,10,10,10,10
10105606,4.5,9,10,9,10,10,9
10105844,,,,,,,
10114830,null,,,,,,
10130925,null,7,5,10,8,8,9
10130963,null,8,10,6,10,8,6
10131082,null,,,,,,
10132356,5,10,10,10,10,10,10
10134546,4,7,8,9,9,8,9
10135104,4.5,10,10,10,9,10,10
10137048,null,,,,,,
10154762,4.5,9,10,9,10,10,9
10163240,null,,,,,,
10164031,null,10,10,10,10,10,10
10165064,5,10,10,10,10,10,10
10171782,4.5,9,8,9,9,9,8
10174245,null,,,,,,
10207267,null,10,10,8,10,10,10
10207629,5,10,10,10,10,9,9
10224998,null,,,,,,
10243895,5,10,10,10,10,10,10
10244876,null,,,,,,
10270377,null,7,8,7,8,8,8
10276934,null,,,,,,
10280439,null,,,,,,
10298783,4.5,10,10,10,9,10,9
10308738,5,10,10,10,10,10,10
10318976,5,10,10,9,9,10,9
10319699,5,10,10,10,10,10,10
10340705,5,10,10,10,10,10,10
10341003,null,,,,,,
10342713,,,,,,,
10343320,4.5,9,10,10,9,9,9
10350120,null,,,,,,
10351593,5,10,10,10,10,10,10
10355054,,,,,,,
10371643,null,,,,,,
10385262,null,,,,,,
10427351,null,,,,,,
10446926,4.5,9,10,8,9,10,9
10460113,5,10,10,9,10,10,10
10460271,4.5,9,10,9,10,10,9
10473676,5,10,10,9,10,10,9
10488505,5,9,10,10,10,10,9
10512575,null,10,10,8,10,10,8
10516610,null,,,,,,
10527546,5,10,10,10,10,10,10
10537651,5,10,10,10,10,9,10
10539491,4.5,10,10,10,10,10,10
10540337,5,10,10,9,9,10,10
10540383,4.5,9,9,9,9,9,9
10540876,4.5,9,10,8,9,10,9
10541080,5,10,10,10,10,10,10
10548768,null,,,,,,
10561771,5,10,10,9,9,10,10
10574818,5,10,10,10,10,10,10
10576172,4.5,10,10,10,9,10,9
10612199,5,10,10,10,10,10,10
10612564,5,10,10,10,10,10,10
10614204,5,10,10,9,9,10,10
10637010,null,10,10,10,8,10,10
10648971,null,,,,,,
10675118,5,9,10,9,9,9,9
10676959,5,10,10,9,10,10,9
10748040,5,10,10,10,9,10,10
10751336,null,10,10,10,10,10,10
10755415,5,10,10,10,10,10,10
10770836,null,,,,,,
10774325,null,,,,,,
10801474,4.5,10,10,9,9,9,9
10836805,4.5,9,10,8,10,10,9
10850008,5,10,10,9,10,10,9
10863225,null,,,,,,
10869804,null,,,,,,
10875244,null,,,,,,
10877875,,,,,,,
10887262,null,10,10,9,8,10,9
10887847,,,,,,,
10902752,null,,,,,,
10909987,5,10,10,10,10,10,10
10919968,4.5,9,10,8,10,10,9
10921091,null,,,,,,
10924304,null,10,10,10,10,10,10
10928250,5,10,10,10,9,10,10
10930279,null,,,,,,
10937904,null,,,,,,
10943915,5,10,10,10,9,10,10
10967026,5,10,10,9,10,10,10
10967300,4.5,9,10,9,9,10,9
10984202,null,,,,,,
11008081,null,,,,,,
11040458,4.5,10,10,9,9,10,10
11044453,4.5,9,10,9,9,9,9
11068187,null,,,,,,
11086888,5,10,10,10,10,10,10
11107261,5,10,10,9,9,10,10
11123966,5,10,10,10,10,10,10
11143462,,,,,,,
11145050,4.5,10,9,9,10,10,7
11162475,5,10,10,10,10,10,9
11185068,4.5,10,10,10,10,10,10
11210604,4,10,10,7,10,10,9
11212414,null,10,10,10,10,10,10
11240650,null,10,10,10,10,10,10
11282348,5,10,10,10,10,10,10
11292338,,,,,,,
11298300,null,10,10,10,10,10,10
11337913,null,,,,,,
11339154,5,10,10,10,9,9,9
11360716,,,,,,,
11370047,5,10,10,10,9,10,10
11372330,5,10,10,10,9,10,10
11374387,null,10,10,10,10,10,10
11377777,5,10,10,10,10,10,10
11396225,5,10,10,10,10,10,10
11415906,,,,,,,
11434339,null,,,,,,
11434570,4.5,10,10,9,10,10,9
11434848,null,,,,,,
11441498,null,,,,,,
11442506,5,10,10,8,10,10,10
11444671,5,10,10,10,10,9,10
11451070,null,,,,,,
11452989,5,10,10,10,10,10,10
11460993,5,10,10,10,9,10,10
11461798,4.5,10,10,9,10,10,9
11462440,null,,,,,,
11462944,null,,,,,,
11479334,null,10,10,10,10,10,10
11486357,null,10,9,10,10,10,10
11490215,4.5,9,9,9,10,9,9
11491696,null,,,,,,
11493255,5,10,10,10,10,10,10
11496607,4.5,10,10,10,9,10,10
11503509,5,10,10,9,10,10,10
11511431,5,10,10,10,10,10,10
11511592,null,,,,,,
11514023,null,10,9,10,10,10,10
11531899,,,,,,,
11552402,4.5,9,10,9,10,9,9
11554224,5,10,10,10,10,10,10
11581420,null,10,10,10,10,10,10
11581737,5,10,10,10,10,10,10
11587722,4.5,10,10,10,9,10,9
11587779,4.5,9,10,9,10,10,10
11588003,null,,,,,,
11603913,null,10,10,10,10,10,8
11611289,,,,,,,
11640637,null,8,8,4,10,8,7
11649223,null,10,10,10,10,10,10
11667455,,,,,,,
11667910,4.5,9,10,8,9,9,9
11671588,4.5,9,10,8,10,10,8
11675095,4,8,9,7,9,9,7
11701404,,,,,,,
11712888,null,,,,,,
11718329,null,,,,,,
11718547,5,10,10,10,9,10,9
11720001,5,10,10,10,10,10,10
11730504,5,10,10,10,10,10,10
11732961,5,10,10,10,10,10,10
11737510,,,,,,,
11743421,,,,,,,
11758988,5,10,10,10,9,10,10
11771598,null,,,,,,
11782585,5,9,10,9,10,10,9
11784410,5,10,9,10,9,10,10
11788559,4.5,9,10,7,10,10,9
11793542,null,,,,,,
11802086,null,10,10,10,9,10,10
11814079,5,10,10,10,9,10,10
11819477,,,,,,,
11822193,,,,,,,
11827175,5,10,10,10,9,10,10
11829459,,,,,,,
11841988,null,,,,,,
11842127,null,,,,,,
11850782,4.5,10,10,9,10,10,10
11864530,5,10,10,10,9,10,10
11871903,null,10,10,10,10,10,10
11871932,5,10,10,9,10,10,10
11873498,5,10,10,10,9,10,9
11892476,5,10,10,10,9,10,10
11904191,5,10,10,10,10,10,10
11911783,null,10,10,10,10,10,10
11924652,null,10,10,10,10,10,10
11940117,5,10,10,9,9,10,9
11947067,5,10,10,9,9,10,9
11965121,,,,,,,
11967737,4.5,10,10,8,9,10,9
11970867,4.5,9,10,9,10,10,9
11971580,null,,,,,,
11983165,5,10,9,10,9,10,9
12003146,null,,,,,,
12004547,5,10,10,10,10,10,10
12005923,5,10,10,9,10,10,9
12009651,5,10,10,10,10,10,10
12025076,5,9,10,10,9,10,9
12051116,5,10,10,9,10,10,10
12052143,4.5,9,9,8,10,9,9
12054286,null,,,,,,
12054723,5,10,10,10,10,10,10
12056684,5,10,10,10,9,10,10
12074139,,,,,,,
12078997,5,10,10,10,10,10,10
12079993,5,10,10,10,10,10,9
12090887,4,8,10,8,10,10,9
12091679,4.5,9,10,8,10,9,9
12102526,null,4,8,2,8,8,2
12106946,4.5,9,10,9,9,10,9
12110663,5,10,10,10,9,10,10
12114628,5,10,10,10,10,10,9
12114756,4.5,9,9,9,10,9,9
12115597,null,8,8,6,10,10,10
12130620,3.5,9,9,6,9,9,7
12142921,5,10,9,10,10,9,9
12145887,null,6,10,8,10,10,10
12148215,null,,,,,,
12155460,null,,,,,,
12156007,null,,,,,,
12170991,4,8,10,5,10,8,8
12173904,null,,,,,,
12177276,5,9,10,9,10,10,9
12184165,5,9,10,9,10,10,9
12185578,5,10,10,10,8,10,10
12190880,5,10,10,10,10,10,10
12191116,3.5,8,10,4,10,10,7
12234139,4.5,10,10,8,10,10,10
12242672,null,,,,,,
12243556,null,,,,,,
12245906,null,8,10,10,10,10,
12267015,null,10,10,10,10,10,10
12267599,5,10,10,10,10,10,10
12300734,4.5,9,10,10,10,10,9
12304938,5,10,10,10,9,10,9
12309858,4.5,9,9,9,9,9,9
12310495,4.5,9,9,9,9,10,9
12315833,4.5,9,10,9,9,10,9
12322999,null,,,,,,
12326470,null,10,10,10,10,10,10
12344949,null,,,,,,
12356709,5,10,10,9,10,10,10
12362194,null,,,,,,
12377267,null,,,,,,
12380920,,,,,,,
12388091,null,10,10,6,10,10,10
12403252,5,10,10,10,10,10,10
12411380,5,10,10,10,10,10,10
12423868,4.5,10,10,10,9,10,10
12430126,5,10,10,9,9,10,9
12430153,4.5,9,10,6,10,10,10
12445714,3,7,9,6,7,9,7
12453775,5,10,10,10,10,10,10
12462634,5,10,10,10,10,10,10
12467421,null,,,,,,
12470816,5,10,10,10,10,10,10
12471447,5,10,10,9,10,10,9
12494415,null,,,,,,
12496037,5,10,10,10,10,10,10
12497783,null,10,10,8,10,10,10
12505852,null,,,,,,
12511986,5,9,10,10,10,10,9
12513217,5,10,10,10,10,10,10
12519757,5,10,10,10,10,10,10
12538440,null,,,,,,
12554945,5,10,10,8,10,9,10
12560137,null,,,,,,
12561755,5,10,10,9,10,10,9
12563738,,,,,,,
12587017,5,10,10,10,10,10,10
12593389,4.5,10,10,9,9,10,9
12594614,4.5,10,9,9,10,10,10
12598128,4.5,10,10,9,10,10,9
12598446,4.5,10,7,9,10,10,10
12621050,null,,,,,,
12624890,5,10,10,9,10,10,10
12625113,4.5,9,10,9,10,10,10
12625934,null,,,,,,
12626663,null,8,10,10,8,10,8
12644989,5,10,10,9,10,10,10
12645769,null,10,10,10,10,10,10
12653674,5,10,10,9,9,9,10
12657888,null,4,6,2,8,2,6
12664893,4.5,9,10,9,9,10,9
12671359,null,,,,,,
12674680,,,,,,,
12679172,4.5,10,9,9,9,9,9
12684394,null,,,,,,
12685482,null,,,,,,
12700609,null,9,9,9,10,10,8
12704983,,,,,,,
12706362,null,10,8,10,8,8,8
12711232,5,10,10,10,10,10,10
12713950,null,10,10,10,10,10,10
12728514,null,10,10,10,10,10,10
12733742,null,6,10,10,10,10,10
12734487,null,,,,,,
12736761,4.5,9,10,9,9,10,9
12738047,null,,,,,,
12738718,null,,,,,,
12738836,,,,,,,
12752736,null,,,,,,
12757639,,,,,,,
12758216,4.5,10,10,9,10,10,8
12760088,null,8,10,4,8,10,10
12765858,null,,,,,,
12774975,null,,,,,,
12788962,5,10,10,9,10,10,10
12797920,null,4,10,4,6,8,4
12812504,null,,,,,,
12812620,,,,,,,
12828338,null,10,10,10,10,10,10
12831088,null,,,,,,
12832227,5,10,10,10,10,10,10
12836932,null,10,10,6,10,10,8
12845260,null,,,,,,
12851607,4.5,9,10,10,10,10,10
12853330,null,10,10,6,10,8,10
12855923,4,9,9,9,9,9,9
12857265,4.5,9,9,10,9,9,9
12861956,4.5,10,10,10,9,10,10
12864193,null,8,9,8,10,10,9
12865332,null,10,10,10,10,10,10
12873930,null,9,10,9,10,10,9
12895146,null,10,10,8,10,10,9
12897616,null,10,10,10,10,10,10
12903772,5,10,10,8,10,10,9
12911110,null,10,10,10,10,10,10
12914669,4.5,10,10,9,10,10,9
12914749,null,10,10,10,8,10,10
12917422,null,10,10,10,10,10,10
12929852,5,10,10,10,10,10,10
12932186,5,10,10,10,9,10,10
12941586,5,10,10,10,10,10,10
12947454,null,10,10,10,10,8,10
12948486,,,,,,,
12949102,5,10,10,10,9,10,10
12954148,2,6,2,4,6,8,6
12955454,4.5,9,9,9,9,9,9
12956122,null,,,,,,
12966707,null,10,10,10,10,10,6
12967227,null,,,,,,
12969014,5,10,10,9,10,10,9
12972320,4.5,10,10,10,10,10,10
12983995,null,10,10,9,10,10,10
12986728,null,10,10,10,10,10,10
12990172,null,,,,,,
13004961,,,,,,,
13004967,,,,,,,
13006794,3,8,7,6,8,7,8
13017140,null,10,10,9,10,10,9
13018811,null,,,,,,
13042894,,,,,,,
13044255,,,,,,,
13058888,null,,,,,,
13062471,4.5,9,10,9,9,9,9
13091455,,,,,,,
13094329,5,10,10,10,10,10,10
13098705,5,10,10,9,10,10,10
13098844,4.5,10,10,9,10,10,10
13099377,null,10,10,10,10,10,10
13113038,null,,,,,,
13113422,null,,,,,,
13114542,null,,,,,,
13124637,5,10,10,9,10,10,10
13127711,null,,,,,,
13129533,5,10,10,10,9,10,10
13140389,null,,,,,,
13149690,5,10,10,10,10,10,10
13156126,4.5,9,10,9,10,10,9
13156351,null,9,10,8,10,10,10
13156881,5,10,10,10,9,10,10
13163427,5,10,10,9,10,10,10
13163474,,,,,,,
13167621,null,,,,,,
13173176,null,10,10,8,10,10,10
13173646,,,,,,,
13176134,4.5,9,9,9,9,10,9
13186655,null,,10,8,8,8,8
13216357,5,10,10,9,9,10,9
13217609,5,10,10,10,10,10,10
13217755,1,4,10,2,10,10,2
13217943,5,10,10,10,10,10,10
13222964,5,9,10,9,9,10,10
13223445,null,10,10,10,8,10,10
13225764,5,10,10,10,10,10,10
13225970,null,8,10,6,10,8,10
13233856,null,10,10,10,10,10,10
13235840,null,,,,,,
13236366,5,10,10,10,10,10,10
13243946,null,,,,,,
13244254,5,10,10,10,10,10,10
13248583,5,10,10,9,10,10,9
13250614,,,,,,,
13251558,null,,,,,,
13259442,5,10,10,9,10,10,10
13260699,4,9,9,7,10,9,8
13264690,5,10,10,10,9,10,9
13265710,5,10,10,10,9,9,10
13275896,3.5,7,8,8,7,8,6
13276227,5,10,10,10,10,10,9
13276525,4.5,9,10,10,9,9,9
13278654,null,10,10,8,8,10,10
13280923,5,10,10,10,10,10,10
13296207,,,,,,,
13308276,4.5,10,9,9,9,8,10
13315940,null,10,10,10,10,10,10
13316988,null,10,10,10,10,10,10
13326584,null,10,10,10,10,10,9
13328405,4.5,9,9,8,9,9,9
13332334,4.5,10,10,10,10,10,9
13337150,5,10,10,9,10,10,10
13346091,4.5,9,10,9,10,10,9
13346741,null,9,9,9,9,9,8
13355012,4.5,10,9,10,10,9,10
13358265,5,10,10,10,10,10,10
13358660,null,,,,,,
13358786,,,,,,,
13359416,null,,,,,,
13361613,5,10,10,10,9,10,9
13361626,null,,,,,,
13373898,5,10,10,10,10,10,10
13374115,4.5,10,10,9,9,10,10
13374738,3,8,6,6,8,4,6
13375936,4.5,10,10,9,8,10,9
13378410,null,10,10,10,10,10,10
13379688,5,10,10,10,10,10,10
13387453,null,10,10,9,6,10,9
13395329,5,10,10,10,10,10,10
13410276,5,9,10,10,10,9,9
13411560,null,10,10,10,10,10,10
13411711,5,10,10,10,10,10,9
13414523,null,,,,,,
13416582,5,10,10,10,10,10,10
13418942,null,10,10,10,10,10,10
13427968,4.5,10,10,9,9,10,9
13431961,4.5,10,9,10,10,9,9
13432623,,,,,,,
13432828,null,,,,,,
13433734,null,,,,,,
13435559,5,10,10,10,10,10,10
13437219,null,10,10,10,8,10,10
13437815,,,,,,,
13437888,,,,,,,
13444902,5,10,10,10,9,10,10
13446050,null,9,8,8,9,9,9
13446124,4.5,10,10,9,10,10,10
13449233,,,,,,,
13449844,5,10,10,10,10,10,10
13451720,null,,,,,,
13452035,,,,,,,
13453023,5,10,10,10,10,10,10
13453271,5,10,10,10,10,10,10
13466084,4.5,9,10,8,9,9,9
13466302,5,10,10,10,9,10,9
13477342,5,10,10,9,10,10,10
13477359,5,10,10,10,10,10,10
13479138,,,,,,,
13479649,5,10,10,9,9,9,9
13486680,null,10,10,8,10,10,10
13490410,4.5,9,10,9,10,10,9
13492353,5,10,10,9,10,10,10
13494051,null,,,,,,
13494147,null,,,,,,
13497305,5,10,10,10,10,10,10
13498392,4.5,9,10,9,10,10,9
13510154,5,10,10,10,9,10,10
13513223,,,,,,,
13513592,null,,,,,,
13525592,null,,,,,,
13526348,5,10,10,10,9,10,10
13528649,null,10,8,8,10,10,10
13529037,5,10,10,10,9,10,10
13531199,5,10,10,10,10,10,10
13532366,null,10,10,10,10,10,10
13532669,null,10,10,8,8,10,10
13532718,null,10,9,10,8,10,9
13533165,null,,,,,,
13540887,,,,,,,
13541827,,,,,,,
13545656,4.5,10,10,9,9,10,9
13549713,null,10,10,10,10,10,10
13550201,4.5,9,10,9,10,10,9
13559208,4.5,10,10,9,10,10,9
13559570,5,9,10,10,10,9,9
13562013,null,,,,,,
13563330,null,,,,,,
13564134,4.5,10,10,9,10,10,9
13565111,4.5,10,10,10,9,10,9
13567393,null,10,10,10,10,10,10
13571116,5,10,10,10,10,10,10
13575098,null,9,10,6,10,10,9
13576581,4.5,9,9,9,9,9,9
13578708,5,10,10,9,10,10,10
13586426,4.5,10,10,10,9,9,9
13589297,null,10,10,10,10,10,10
13590391,5,10,10,10,10,10,10
13602433,4.5,10,10,10,9,10,10
13604794,null,10,10,10,10,10,10
13605171,5,10,10,10,10,10,9
13606337,null,8,10,6,10,10,8
13614714,5,10,10,10,10,10,10
13616940,4,9,9,9,9,9,9
13617449,null,10,10,10,10,10,10
13634685,5,10,10,10,10,10,10
13637050,null,,,,,,
13640966,5,10,10,10,10,10,10
13641625,null,,,,,,
13649713,5,10,10,10,10,10,10
13649833,5,10,10,9,9,10,10
13651334,null,10,10,10,6,10,8
13653116,null,,,,,,
13654347,5,9,10,8,10,10,10
13656752,4.5,10,10,9,10,10,10
13657030,null,9,10,7,10,9,10
13662692,null,10,10,10,10,10,6
13666116,5,10,10,9,10,10,10
13668833,5,10,10,9,10,10,9
13668941,4.5,9,10,9,8,10,9
13671558,4.5,9,10,8,10,10,9
13679698,null,8,10,8,10,10,10
13686425,null,,,,,,
13694129,4.5,9,10,9,10,10,9
13694429,null,,,,,,
13695852,,,,,,,
13696003,5,10,10,9,10,10,9
13698789,5,10,10,10,9,10,10
13707813,5,9,9,8,9,9,9
13710241,5,10,10,10,10,10,10
13713304,4.5,10,9,8,10,9,9
13715977,4.5,10,10,10,8,10,9
13716080,null,,,,,,
13723312,null,,,,,,
13725995,null,10,10,10,10,10,10
13729934,4.5,10,10,9,10,9,10
13730290,5,10,10,10,10,10,10
13731019,5,10,10,9,10,10,10
13731797,null,,,,,,
13732047,null,,,,,,
13733309,5,10,10,10,10,10,10
13740793,null,,,,,,
13748499,5,10,10,10,10,10,10
13761856,5,10,10,10,9,10,9
13765146,5,10,10,10,10,10,10
13770179,4,9,9,7,9,9,9
13771435,null,10,10,10,9,10,10
13771529,4,8,10,7,8,10,7
13772304,null,8,9,6,10,9,9
13780778,null,,,,,,
13785383,null,,,,,,
13794590,null,,,,,,
13796187,4.5,9,10,9,10,9,10
13800652,5,10,10,10,10,10,10
13811933,null,,,,,,
13814227,5,10,10,9,9,9,10
13815548,null,9,9,9,10,10,7
13822434,null,10,10,10,10,10,10
13828922,null,,,,,,
13829630,null,,,,,,
13830415,null,,,,,,
13838042,5,10,10,10,8,10,9
13840774,4,10,9,8,10,10,10
13840935,5,10,10,10,9,10,9
13842204,null,10,10,10,10,10,10
13846099,5,10,10,10,10,10,9
13846473,4.5,9,10,9,10,10,9
13846934,4.5,9,10,9,9,10,9
13848005,5,10,10,10,9,10,10
13848199,5,10,10,10,9,10,10
13855981,null,,,,,,
13857521,5,9,10,8,9,10,10
13864664,5,10,10,10,10,10,10
13864889,,,,,,,
13876073,,,,,,,
13878195,null,10,10,10,10,10,10
13879611,null,8,10,10,10,10,6
13880280,null,,,,,,
13881020,5,10,10,9,9,10,10
13881317,4.5,10,10,9,10,10,9
13881521,null,,,,,,
13884628,5,10,10,9,10,10,10
13884778,5,10,10,10,10,10,10
13885247,4.5,9,10,9,9,10,9
13897980,,,,,,,
13900692,,,,,,,
13903497,5,10,10,9,10,9,9
13911206,null,10,10,10,10,10,10
13914201,,,,,,,
13914237,4,8,8,8,10,8,8
13915004,5,10,10,10,9,10,10
13919213,5,10,10,10,10,10,10
13920801,,,,,,,
13926549,null,10,10,10,10,8,10
13926702,5,10,10,10,10,10,10
13928304,null,,,,,,
13935360,5,10,8,10,8,9,9
13941308,5,9,10,9,9,9,9
13944942,5,10,10,10,10,10,10
13954028,4,9,9,8,9,9,8
13957499,5,10,10,10,9,10,10
13963326,5,10,9,9,9,10,10
13971160,5,10,10,10,9,10,10
13972708,4.5,9,10,10,9,9,9
13974993,4.5,9,10,9,9,9,9
13987276,null,8,2,8,4,4,4
13998223,5,10,10,10,10,10,10
14000455,5,10,10,10,10,10,10
14006729,5,10,10,10,10,10,10
14016708,4.5,10,9,9,9,9,9
14032445,5,10,10,9,9,9,10
14037459,3.5,9,9,6,7,9,7
14044731,null,6,10,6,8,10,6
14071817,null,,,,,,
14077208,5,10,10,10,10,10,10
14080022,4,8,8,9,10,9,8
14084988,5,10,10,10,10,10,10
14085658,,,,,,,
14100582,null,,,,,,
14107667,null,,,,,,
14109544,5,10,10,10,9,10,10
14110144,5,10,10,10,10,10,10
14111092,5,10,10,9,10,10,10
14115455,null,,,,,,
14126303,5,10,10,10,9,10,10
14135904,5,10,10,10,10,10,10
14147107,4.5,10,10,9,9,10,9
14175040,5,10,10,9,9,10,9
14195524,5,10,10,10,10,10,9
14201811,null,,,,,,
14202967,5,10,10,9,10,10,10
14202979,5,10,10,10,10,10,10
14207287,5,10,10,9,10,10,10
14213804,,,,,,,
14218173,null,9,10,9,10,10,9
14229842,,,,,,,
14237735,5,10,10,9,10,10,10
14280778,5,10,9,9,10,10,10
14283423,5,10,10,10,10,10,10
14294585,5,10,10,10,9,10,10
14354698,5,10,10,10,10,10,10
14357698,5,10,10,10,10,10,9
14361172,5,10,10,10,10,10,10
14406807,5,10,10,10,9,10,10
14439478,,,,,,,
14446717,5,10,10,10,10,10,10
14451223,,,,,,,
14464084,null,10,8,10,10,8,8
14488817,null,,,,,,
14497942,null,10,10,10,10,10,10
14529806,5,10,10,10,9,10,10
14530298,null,,,,,,
14535416,,,,,,,
14539106,5,10,10,10,10,10,10
14539375,5,10,10,10,10,10,9
14551896,5,10,9,10,10,10,10
14553862,null,10,10,10,10,10,10
14556587,null,10,10,10,10,10,10
14556661,null,10,10,6,8,10,8
14570492,4.5,10,10,9,10,10,10
14570963,5,10,10,10,10,10,10
14576825,,,,,,,
14577455,,,,,,,
14577490,5,10,10,10,10,10,10
14577930,5,10,10,9,10,10,10
14587044,5,10,10,9,9,10,9
14594286,5,10,10,10,9,10,10
14627598,null,10,10,10,10,8,10
14628080,5,10,10,10,10,10,10
14648556,5,10,10,10,10,10,10
14655908,null,,,,,,
14667844,,,,,,,
14672524,5,10,10,9,10,10,10
14682338,5,10,10,10,10,10,10
14692426,5,10,10,10,10,10,10
14714093,5,10,10,10,9,10,10
14724015,null,9,10,8,10,10,9
14724181,5,10,10,10,10,10,10
14730708,5,10,10,9,10,9,10
14737992,4.5,10,9,8,9,10,10
14744425,null,7,10,7,10,9,6
14744559,,,,,,,
14744794,5,10,10,10,9,10,10
14760567,4.5,9,9,8,9,10,10
14761949,5,10,10,10,9,9,9
14773741,,,,,,,
14774206,5,10,10,10,10,10,10
14779359,4.5,9,8,9,9,9,9
14784377,5,10,10,9,10,10,10
14787890,,,,,,,
14803168,5,10,10,10,10,10,10
14807890,4.5,10,10,9,10,10,9
14815980,4.5,10,10,9,10,10,9
14824230,5,10,10,10,10,10,10
14825914,4.5,9,10,9,9,9,9
14826263,4.5,9,10,9,9,10,9
14833971,,,,,,,
14858777,5,10,10,10,10,10,9
14881794,4.5,10,10,8,10,10,9
14882046,5,10,9,10,9,10,10
14894267,null,10,10,10,10,10,9
14928089,5,10,10,10,9,10,9
14933521,4.5,10,9,9,9,9,9
14942749,,,,,,,
14949923,5,10,10,10,10,10,10
14951904,5,10,10,10,10,10,10
14963583,4.5,10,10,9,9,10,10
14968436,4.5,9,9,9,9,9,9
14972714,5,10,10,9,10,10,10
14976950,null,,,,,,
14981454,,,,,,,
14983453,4.5,9,10,9,9,10,9
15009751,5,10,10,10,10,10,10
15022347,null,,,,,,
15028279,,,,,,,
15033685,5,10,10,10,10,9,10
15035565,4.5,10,10,8,9,10,9
15037251,5,10,10,10,10,10,9
15039238,5,10,10,9,10,10,10
15067291,5,10,10,9,10,10,10
15088617,null,,,,,,
15095439,4.5,10,10,9,10,10,10
15100256,5,10,10,10,10,10,10
15106603,null,10,10,10,10,10,10
15113479,5,10,10,10,9,10,10
15115837,4.5,10,9,7,10,9,9
15149137,5,10,10,10,10,10,10
15165888,5,10,10,10,10,10,9
15192082,4.5,9,9,8,9,10,9
15192157,,,,,,,
15220143,4.5,10,10,10,10,10,9
15221767,5,10,10,10,10,10,9
15221833,null,,,,,,
15222673,,,,,,,
15223819,,,,,,,
15226875,5,10,10,10,9,10,10
15234755,5,9,10,10,10,10,10
15239628,,,,,,,
15241968,5,10,10,10,10,10,9
15247747,4.5,9,9,9,9,9,9
15250435,5,10,10,10,9,10,10
15289766,null,10,10,10,10,10,10
