,id,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,neighbourhood_Harlem,neighbourhood_Morningside Heights,neighbourhood_Upper West Side,Accuracy,Communication,Cleanliness,Location,Check-In,Value
3922,23980622,89,1,10,0.97,365,0,1,0,1,0,0,9.0,9.0,9.0,9.0,9.0,9.0
3923,23984787,55,5,1,0.11,338,0,1,0,1,0,0,2.0,10.0,8.0,10.0,10.0,10.0
3924,23986569,79,1,3,0.33,89,0,1,0,1,0,0,7.0,7.0,9.0,8.0,7.0,7.0
3925,23990829,39,2,11,1.15,153,0,1,0,1,0,0,9.0,10.0,8.0,9.0,10.0,9.0
3926,23994588,85,30,2,0.22,115,0,1,0,0,0,1,9.0,8.0,8.0,10.0,6.0,10.0
3927,23995470,75,5,3,0.32,178,0,1,0,0,0,1,10.0,10.0,9.0,10.0,9.0,9.0
3929,23996251,75,2,8,0.78,0,0,0,1,1,0,0,9.0,10.0,8.0,9.0,10.0,9.0
3932,24015827,340,4,39,3.89,260,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
3933,24035864,95,6,22,2.25,0,0,1,0,0,0,1,9.0,10.0,7.0,9.0,10.0,9.0
3935,24049220,275,3,17,1.88,261,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
3936,24056066,260,2,25,2.59,89,1,0,0,0,0,1,9.0,10.0,9.0,10.0,9.0,9.0
3938,24062588,80,3,1,0.11,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
3940,24077042,325,3,32,3.71,82,1,0,0,1,0,0,9.0,10.0,9.0,9.0,10.0,9.0
3941,24080238,90,30,1,0.34,179,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,8.0
3942,24083746,65,3,1,0.11,0,0,1,0,1,0,0,10.0,10.0,6.0,8.0,10.0,8.0
3943,24086562,80,2,26,2.65,86,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
3944,24095149,100,5,1,0.11,58,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
3945,24101373,70,2,11,1.24,8,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
3946,24104871,59,1,16,2.03,89,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
3947,24105640,75,1,14,2.14,89,0,1,0,1,0,0,10.0,10.0,9.0,9.0,10.0,10.0
3948,24114389,10,1,2,0.2,0,0,1,0,0,0,1,9.0,10.0,9.0,10.0,10.0,9.0
3949,24115364,54,5,18,1.81,0,0,1,0,1,0,0,9.0,10.0,8.0,9.0,10.0,9.0
3952,24131843,55,4,3,0.3,0,0,1,0,0,1,0,10.0,10.0,8.0,10.0,10.0,10.0
3953,24137748,140,2,34,3.48,0,1,0,0,0,0,1,10.0,10.0,9.0,10.0,10.0,10.0
3956,24148995,140,30,2,0.7,210,1,0,0,0,0,1,10.0,10.0,10.0,10.0,7.0,10.0
3957,24151964,65,2,1,0.12,173,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
3958,24172522,110,1,7,0.7,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
3961,24202365,59,1,3,0.4,86,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,9.0
3962,24203680,100,10,6,0.71,0,1,0,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
3963,24204582,120,5,1,0.19,12,1,0,0,1,0,0,10.0,10.0,10.0,8.0,10.0,8.0
3965,24207750,399,4,34,3.4,113,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
3966,24208760,180,2,29,3.04,0,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
3967,24221218,150,1,19,1.95,142,1,0,0,1,0,0,9.0,10.0,10.0,9.0,9.0,9.0
3968,24223854,150,1,14,1.46,130,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
3969,24226842,195,30,2,0.22,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
3970,24244194,75,3,8,0.85,0,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
3972,24246039,153,2,5,0.52,0,1,0,0,0,0,1,10.0,10.0,9.0,10.0,10.0,10.0
3973,24250052,95,1,40,4.03,0,0,1,0,0,0,1,10.0,10.0,9.0,10.0,10.0,10.0
3975,24282374,118,3,10,1.15,106,1,0,0,1,0,0,10.0,10.0,9.0,10.0,10.0,10.0
3976,24285044,95,3,13,1.36,0,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
3977,24304881,100,1,13,3.15,20,1,0,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
3978,24308589,265,7,10,1.24,114,1,0,0,0,0,1,9.0,9.0,9.0,10.0,9.0,9.0
3990,24313236,55,30,3,0.41,281,0,1,0,0,0,1,9.0,8.0,7.0,10.0,9.0,9.0
3991,24313356,65,30,1,0.11,365,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
3992,24313434,70,30,2,0.28,365,0,1,0,0,0,1,7.0,6.0,8.0,9.0,9.0,7.0
3994,24327890,135,1,14,1.51,183,1,0,0,1,0,0,10.0,9.0,10.0,9.0,9.0,10.0
3997,24366001,300,2,46,4.83,160,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,9.0
3999,24368320,350,4,7,1.05,0,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4000,24370001,375,3,16,2.41,262,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4001,24376945,110,2,13,1.36,236,1,0,0,1,0,0,10.0,9.0,9.0,10.0,9.0,9.0
4002,24392193,70,1,44,4.49,225,0,1,0,1,0,0,9.0,9.0,9.0,9.0,9.0,9.0
4003,24392740,60,1,18,1.91,89,0,1,0,1,0,0,10.0,10.0,9.0,10.0,10.0,10.0
4004,24393933,145,7,1,1.0,245,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
4005,24397824,100,14,15,2.05,47,0,1,0,0,1,0,10.0,10.0,10.0,10.0,10.0,10.0
4006,24409604,130,1,26,2.74,140,1,0,0,1,0,0,10.0,9.0,10.0,10.0,10.0,9.0
4007,24424607,90,4,9,0.98,307,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
4009,24426350,130,6,2,0.22,0,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4010,24427091,425,3,14,1.49,64,1,0,0,0,0,1,9.0,10.0,10.0,10.0,10.0,10.0
4011,24428965,165,3,25,2.73,61,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4012,24431205,55,4,2,0.29,0,0,1,0,0,1,0,10.0,10.0,9.0,10.0,10.0,10.0
4013,24441912,175,5,26,2.79,179,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4014,24448560,45,7,1,0.12,0,0,1,0,1,0,0,10.0,8.0,10.0,8.0,10.0,10.0
4015,24449820,150,30,2,0.24,338,1,0,0,0,0,1,10.0,10.0,8.0,10.0,10.0,8.0
4018,24493940,90,2,5,0.54,109,0,1,0,0,0,1,10.0,10.0,10.0,9.0,10.0,10.0
4020,24499863,100,2,13,1.49,74,0,1,0,0,0,1,10.0,10.0,9.0,10.0,10.0,10.0
4022,24525290,247,2,49,5.31,242,1,0,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
4024,24541899,100,1,46,4.86,71,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
4025,24553891,75,3,6,0.87,21,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
4026,24555741,55,5,2,0.22,0,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
4028,24569072,119,7,4,0.46,63,1,0,0,1,0,0,10.0,10.0,9.0,9.0,10.0,10.0
4029,24576230,100,3,3,0.38,0,1,0,0,1,0,0,10.0,8.0,9.0,10.0,10.0,9.0
4030,24594587,75,2,82,8.66,216,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,9.0
4031,24597492,99,30,1,0.64,179,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
4033,24604281,80,2,34,3.64,177,0,1,0,1,0,0,10.0,10.0,9.0,9.0,10.0,9.0
4034,24611661,80,2,23,2.46,170,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4035,24621401,139,1,6,0.96,203,1,0,0,0,0,1,9.0,10.0,10.0,10.0,10.0,10.0
4037,24627128,112,1,54,5.89,145,0,1,0,0,0,1,10.0,10.0,9.0,10.0,10.0,10.0
4038,24630495,180,1,3,1.43,17,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
4039,24655093,300,30,2,0.34,41,1,0,0,1,0,0,10.0,10.0,10.0,9.0,10.0,9.0
4040,24656865,140,2,17,1.92,27,1,0,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
4041,24659877,80,2,10,1.52,100,0,1,0,0,0,1,10.0,10.0,9.0,10.0,10.0,10.0
4042,24669955,188,2,22,2.55,0,1,0,0,0,0,1,9.0,9.0,9.0,10.0,9.0,9.0
4044,24716751,55,1,35,3.82,179,0,1,0,1,0,0,10.0,10.0,9.0,9.0,10.0,9.0
4045,24725794,85,2,46,5.05,92,1,0,0,1,0,0,10.0,10.0,8.0,10.0,9.0,9.0
4046,24729293,99,9,3,0.32,57,1,0,0,0,1,0,10.0,10.0,10.0,10.0,10.0,10.0
4048,24731641,52,28,2,0.32,364,0,1,0,1,0,0,9.0,10.0,10.0,10.0,10.0,9.0
4049,24733038,120,1,4,0.51,0,1,0,0,1,0,0,8.0,9.0,7.0,9.0,10.0,7.0
4050,24733112,400,2,33,3.6,235,1,0,0,0,0,1,9.0,10.0,9.0,10.0,9.0,9.0
4051,24734792,120,10,1,0.79,0,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4054,24757612,122,3,12,1.77,0,1,0,0,1,0,0,10.0,9.0,9.0,9.0,10.0,9.0
4055,24759050,67,12,1,0.12,0,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
4059,24804386,150,4,6,2.34,8,1,0,0,0,0,1,10.0,10.0,9.0,10.0,10.0,9.0
4060,24807368,180,2,6,0.94,57,1,0,0,0,0,1,9.0,10.0,9.0,9.0,10.0,8.0
4062,24824820,160,2,15,1.79,3,1,0,0,0,0,1,10.0,10.0,9.0,10.0,10.0,9.0
4064,24833043,65,1,24,2.73,167,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,9.0
4065,24834823,100,3,1,0.13,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
4067,24849193,125,7,3,0.36,14,0,1,0,0,1,0,10.0,10.0,9.0,10.0,10.0,9.0
4069,24857436,50,5,4,0.44,0,0,1,0,0,0,1,6.0,7.0,5.0,9.0,6.0,7.0
4070,24863288,70,2,2,0.24,0,1,0,0,1,0,0,10.0,10.0,7.0,10.0,9.0,10.0
4071,24871779,110,4,3,0.36,2,1,0,0,0,0,1,10.0,10.0,9.0,10.0,10.0,10.0
4072,24873980,75,1,11,1.24,179,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4073,24874559,91,3,2,0.37,262,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
4075,24889615,120,2,8,1.49,21,1,0,0,0,0,1,10.0,10.0,9.0,10.0,10.0,9.0
4077,24894058,45,1,14,1.57,0,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
4078,24894476,70,4,3,1.29,0,0,1,0,1,0,0,9.0,9.0,10.0,9.0,9.0,9.0
4080,24917341,48,2,25,2.93,89,0,1,0,0,1,0,10.0,10.0,10.0,10.0,10.0,10.0
4081,24919299,100,1,4,0.48,0,1,0,0,0,0,1,10.0,9.0,8.0,10.0,9.0,9.0
4082,24936998,160,5,3,0.35,0,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4083,24940447,75,1,37,4.25,10,0,1,0,1,0,0,10.0,10.0,9.0,9.0,10.0,9.0
4085,24945511,105,2,28,3.26,156,1,0,0,1,0,0,10.0,10.0,9.0,9.0,10.0,10.0
4087,24948017,400,2,3,0.41,170,1,0,0,1,0,0,9.0,10.0,9.0,9.0,10.0,9.0
4092,24966304,160,4,35,4.01,123,1,0,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
4093,24969653,85,2,37,4.22,154,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4094,24969856,30,2,6,0.69,0,0,1,0,1,0,0,9.0,9.0,8.0,9.0,8.0,9.0
4096,24988189,225,1,16,2.02,40,1,0,0,0,0,1,10.0,10.0,9.0,10.0,9.0,10.0
4098,25015511,99,7,10,3.95,0,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4099,25018204,2500,3,8,1.61,286,1,0,0,1,0,0,8.0,9.0,8.0,10.0,9.0,9.0
4103,25049092,69,7,6,0.99,89,0,1,0,1,0,0,9.0,10.0,9.0,9.0,10.0,9.0
4108,25073155,80,1,16,2.01,365,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,9.0
4109,25084002,90,1,33,4.01,52,0,0,1,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
4112,25101192,100,2,23,3.4,133,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
4115,25104697,95,1,5,0.97,0,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
4116,25112819,150,2,30,3.59,151,1,0,0,1,0,0,10.0,10.0,9.0,9.0,10.0,10.0
4118,25129037,180,3,42,4.92,36,1,0,0,1,0,0,10.0,9.0,9.0,10.0,9.0,9.0
4119,25129958,130,15,2,0.24,29,1,0,0,1,0,0,10.0,10.0,9.0,10.0,9.0,10.0
4120,25132598,120,4,2,0.25,0,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
4121,25135765,225,2,7,0.84,0,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4122,25135772,225,3,15,1.97,229,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,9.0
4123,25142331,294,4,21,2.46,331,1,0,0,0,0,1,9.0,9.0,9.0,10.0,9.0,9.0
4124,25166183,60,1,23,2.88,57,0,1,0,1,0,0,9.0,10.0,8.0,10.0,10.0,9.0
4126,25186931,120,1,2,0.26,176,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4127,25187314,100,2,8,0.96,0,1,0,0,1,0,0,10.0,10.0,9.0,10.0,10.0,10.0
4128,25209144,90,3,2,0.27,0,0,1,0,1,0,0,10.0,9.0,10.0,8.0,9.0,10.0
4129,25216727,150,3,4,0.49,2,1,0,0,0,0,1,10.0,10.0,9.0,10.0,10.0,10.0
4130,25222993,150,5,1,0.14,0,1,0,0,1,0,0,10.0,10.0,10.0,10.0,8.0,10.0
4131,25226627,290,1,16,2.1,86,1,0,0,1,0,0,10.0,10.0,9.0,10.0,10.0,9.0
4132,25231230,46,3,7,0.84,0,0,1,0,0,0,1,9.0,9.0,6.0,9.0,9.0,8.0
4137,25290477,80,5,1,0.94,82,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4138,25290889,59,4,10,1.55,0,0,1,0,1,0,0,10.0,10.0,9.0,10.0,10.0,10.0
4139,25291991,100,2,1,0.48,87,0,1,0,1,0,0,10.0,10.0,10.0,8.0,10.0,10.0
4140,25293702,70,3,12,1.43,89,0,1,0,1,0,0,9.0,10.0,9.0,9.0,9.0,9.0
4141,25294338,325,30,1,0.38,365,1,0,0,0,0,1,8.0,10.0,10.0,8.0,10.0,8.0
4142,25299137,35,1,38,4.62,271,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,9.0
4145,25314610,200,5,23,3.0,35,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
4146,25317547,47,1,14,2.23,153,0,1,0,1,0,0,9.0,9.0,9.0,9.0,9.0,9.0
4150,25344841,160,2,3,0.48,33,1,0,0,1,0,0,10.0,10.0,10.0,9.0,9.0,9.0
4151,25374046,150,2,9,1.17,12,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
4152,25380780,150,2,8,1.18,89,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4153,25397054,100,2,2,0.24,365,0,1,0,1,0,0,10.0,10.0,9.0,10.0,10.0,10.0
4155,25427590,450,30,2,1.25,348,1,0,0,0,0,1,7.0,10.0,7.0,10.0,10.0,9.0
4156,25444327,125,30,2,0.34,158,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
4157,25444493,250,4,30,3.69,75,1,0,0,0,0,1,9.0,10.0,9.0,9.0,9.0,8.0
4159,25455908,79,3,10,1.24,8,0,1,0,0,0,1,10.0,9.0,9.0,9.0,10.0,10.0
4160,25477608,123,3,37,4.49,188,0,1,0,0,0,1,9.0,9.0,9.0,10.0,9.0,9.0
4161,25480524,120,3,29,3.51,196,0,1,0,0,0,1,9.0,10.0,9.0,10.0,10.0,9.0
4162,25482581,140,1,25,3.02,178,0,1,0,0,0,1,9.0,10.0,9.0,9.0,9.0,9.0
4163,25483095,114,1,1,0.13,0,0,1,0,0,0,1,10.0,10.0,8.0,10.0,10.0,10.0
4164,25487254,195,6,5,0.96,251,1,0,0,0,0,1,10.0,9.0,9.0,10.0,10.0,9.0
4165,25492031,132,30,1,0.33,238,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
4166,25492295,180,1,14,4.04,13,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4167,25493355,149,1,33,4.23,217,1,0,0,0,0,1,10.0,10.0,10.0,10.0,9.0,9.0
4168,25510480,85,2,3,0.39,0,0,1,0,1,0,0,10.0,10.0,10.0,10.0,9.0,10.0
4169,25510738,150,1,7,0.91,14,0,1,0,0,0,1,9.0,10.0,10.0,10.0,10.0,9.0
4171,25517951,149,3,22,2.75,174,1,0,0,0,0,1,10.0,9.0,9.0,10.0,10.0,9.0
4172,25519328,235,21,5,0.8,358,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4175,25590224,100,3,1,0.22,317,0,1,0,1,0,0,10.0,10.0,10.0,8.0,10.0,10.0
4179,25635216,68,2,16,2.06,0,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
4180,25674277,98,2,29,4.16,173,0,1,0,0,0,1,9.0,9.0,9.0,10.0,9.0,9.0
4181,25678517,98,2,31,4.51,187,0,1,0,0,0,1,9.0,10.0,9.0,10.0,9.0,9.0
4182,25679101,97,2,30,4.31,184,0,1,0,0,0,1,9.0,9.0,9.0,10.0,9.0,9.0
4183,25679709,98,2,31,4.41,226,0,1,0,0,0,1,9.0,9.0,8.0,9.0,9.0,9.0
4184,25691139,165,5,8,1.03,179,1,0,0,1,0,0,10.0,10.0,9.0,9.0,10.0,8.0
4187,25742022,255,2,7,0.94,365,1,0,0,1,0,0,7.0,9.0,6.0,9.0,10.0,8.0
4188,25763994,55,1,13,1.75,83,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
4189,25771285,45,5,10,1.38,6,0,1,0,1,0,0,9.0,10.0,9.0,9.0,9.0,9.0
4190,25775969,70,4,1,1.0,0,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4191,25779464,56,30,2,0.36,244,0,1,0,1,0,0,10.0,10.0,9.0,10.0,10.0,9.0
4192,25779937,52,30,1,0.17,243,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
4193,25786994,99,5,6,1.0,8,1,0,0,1,0,0,10.0,10.0,8.0,9.0,10.0,9.0
4194,25788995,90,1,36,4.54,313,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
4195,25789907,200,1,3,0.41,24,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,9.0
4196,25798699,160,3,6,1.13,15,1,0,0,0,0,1,10.0,10.0,8.0,10.0,10.0,10.0
4197,25803113,80,3,1,0.13,0,0,1,0,1,0,0,10.0,10.0,8.0,10.0,10.0,10.0
4198,25803743,80,1,9,1.21,211,0,1,0,1,0,0,10.0,10.0,9.0,9.0,10.0,10.0
4200,25813279,56,7,2,0.28,343,0,0,1,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
4201,25814039,125,2,28,3.62,10,1,0,0,0,0,1,9.0,10.0,9.0,10.0,10.0,9.0
4202,25826245,125,3,1,1.0,0,1,0,0,0,1,0,10.0,10.0,10.0,10.0,10.0,10.0
4203,25831152,83,1,3,0.53,0,0,1,0,1,0,0,9.0,10.0,10.0,10.0,8.0,9.0
4204,25837865,105,2,17,2.77,11,1,0,0,1,0,0,10.0,10.0,9.0,9.0,10.0,9.0
4205,25843611,175,6,3,0.38,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
4206,25855178,180,2,14,1.76,365,1,0,0,1,0,0,9.0,9.0,9.0,9.0,9.0,8.0
4207,25870840,120,2,0,0.0,0,1,0,0,0,0,1,9.0,10.0,9.0,10.0,8.0,10.0
4209,25872636,550,2,5,0.73,9,1,0,0,0,0,1,10.0,9.0,10.0,10.0,10.0,9.0
4211,25889683,72,1,5,0.64,0,0,1,0,0,0,1,9.0,8.0,6.0,10.0,8.0,8.0
4212,25895132,75,2,22,3.38,1,0,1,0,0,1,0,10.0,10.0,9.0,10.0,10.0,10.0
4213,25895519,52,30,1,0.16,255,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,8.0
4214,25912841,134,7,3,0.49,0,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4216,25937419,65,2,16,2.14,141,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4217,25937698,70,1,45,5.84,9,0,1,0,0,1,0,10.0,10.0,9.0,10.0,10.0,9.0
4218,25940097,800,5,1,0.18,97,1,0,0,1,0,0,9.0,10.0,9.0,10.0,10.0,10.0
4220,25950590,115,3,11,1.47,197,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
4221,25962847,85,1,17,2.46,200,0,1,0,1,0,0,9.0,9.0,9.0,10.0,10.0,9.0
4222,25963028,110,7,2,0.32,0,1,0,0,0,1,0,10.0,10.0,10.0,10.0,9.0,9.0
4223,25964053,109,1,23,3.19,234,0,1,0,1,0,0,10.0,10.0,9.0,10.0,9.0,9.0
4224,25966512,45,7,10,1.29,88,0,1,0,1,0,0,10.0,10.0,9.0,9.0,10.0,9.0
4225,25971425,70,1,1,0.15,0,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4226,25976738,169,2,6,0.79,1,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,9.0
4227,25977603,199,3,4,1.32,350,1,0,0,1,0,0,10.0,9.0,9.0,10.0,8.0,10.0
4228,26004343,75,2,12,1.64,0,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
4229,26006951,85,5,3,0.42,347,0,1,0,1,0,0,10.0,10.0,9.0,10.0,10.0,10.0
4233,26035069,300,3,11,1.63,0,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4234,26036438,350,2,13,1.74,154,1,0,0,0,0,1,10.0,10.0,9.0,10.0,10.0,9.0
4236,26037496,125,2,14,2.07,356,1,0,0,1,0,0,9.0,9.0,8.0,9.0,9.0,8.0
4237,26038825,150,1,39,5.91,298,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4238,26038936,90,3,8,1.05,0,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
4240,26065193,109,1,11,1.55,0,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,9.0
4241,26065465,127,3,21,2.74,0,1,0,0,1,0,0,10.0,10.0,9.0,9.0,10.0,9.0
4243,26074006,52,30,1,0.19,150,0,1,0,1,0,0,10.0,10.0,10.0,8.0,10.0,10.0
4246,26084814,82,1,22,3.24,47,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4251,26129040,649,5,14,1.88,110,1,0,0,0,0,1,9.0,9.0,9.0,9.0,9.0,9.0
4253,26154069,85,30,2,0.34,216,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4254,26164606,170,1,28,3.75,0,1,0,0,1,0,0,9.0,10.0,8.0,9.0,10.0,8.0
4255,26182774,125,2,19,2.81,304,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4256,26188665,90,2,6,0.83,0,0,1,0,0,0,1,9.0,10.0,8.0,10.0,10.0,9.0
4257,26190809,74,2,2,0.28,0,0,1,0,0,0,1,8.0,10.0,8.0,10.0,10.0,9.0
4259,26193678,60,1,3,2.2,0,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
4261,26201442,90,2,33,4.65,15,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,9.0
4262,26229979,295,5,3,0.51,0,1,0,0,1,0,0,8.0,8.0,7.0,9.0,7.0,9.0
4263,26232008,60,2,5,0.83,0,0,1,0,0,0,1,10.0,10.0,9.0,10.0,10.0,10.0
4264,26249129,140,30,2,0.32,330,1,0,0,0,0,1,10.0,6.0,9.0,10.0,8.0,4.0
4268,26313558,295,3,20,2.96,10,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
4269,26318555,265,2,3,0.59,7,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
4270,26330526,250,2,14,2.07,95,1,0,0,1,0,0,9.0,9.0,9.0,9.0,10.0,9.0
4271,26333121,67,1,44,6.0,238,0,1,0,1,0,0,9.0,9.0,9.0,9.0,9.0,9.0
4272,26334022,69,1,38,5.25,131,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,9.0
4273,26334824,95,1,0,0.0,352,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
4274,26338854,135,2,15,2.22,123,1,0,0,1,0,0,8.0,10.0,9.0,9.0,9.0,9.0
4275,26344667,58,1,5,0.68,0,0,1,0,1,0,0,10.0,9.0,10.0,10.0,10.0,9.0
4276,26358989,183,2,33,4.81,288,1,0,0,1,0,0,10.0,10.0,9.0,9.0,9.0,9.0
4278,26361594,100,2,10,1.38,11,1,0,0,1,0,0,9.0,9.0,9.0,9.0,8.0,9.0
4279,26385006,75,3,4,0.68,152,0,1,0,1,0,0,10.0,10.0,8.0,10.0,10.0,9.0
4280,26387184,80,1,3,1.07,3,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4281,26391060,90,4,3,0.47,26,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4282,26408958,149,2,9,2.27,223,0,1,0,1,0,0,10.0,10.0,9.0,9.0,10.0,9.0
4283,26420986,119,2,5,0.91,45,1,0,0,0,0,1,10.0,10.0,9.0,10.0,10.0,10.0
4286,26425876,80,1,34,4.93,62,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
4288,26448080,177,15,1,0.19,32,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
4289,26472079,90,1,11,1.6,37,1,0,0,0,1,0,10.0,10.0,9.0,9.0,10.0,10.0
4290,26488707,49,1,12,1.68,0,0,1,0,1,0,0,10.0,10.0,9.0,9.0,10.0,10.0
4291,26499284,90,1,7,1.0,0,0,1,0,0,1,0,10.0,10.0,9.0,10.0,10.0,10.0
4292,26519306,140,3,11,1.73,229,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
4297,26592943,49,2,3,0.46,0,0,1,0,1,0,0,9.0,9.0,9.0,9.0,10.0,9.0
