,id,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,neighbourhood_Harlem,neighbourhood_Morningside Heights,neighbourhood_Upper West Side,Accuracy,Communication,Cleanliness,Location,Check-In,Value
1010,5818551,135,5,25,0.86,353,1,0,0,1,0,0,10.0,9.0,10.0,9.0,10.0,10.0
1011,5823337,150,7,2,0.06,0,1,0,0,0,1,0,10.0,10.0,8.0,10.0,10.0,10.0
1012,5826475,325,3,117,2.52,363,1,0,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
1013,5826700,160,30,36,0.79,0,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
1015,5857519,86,1,8,0.2,365,0,1,0,1,0,0,9.0,10.0,9.0,10.0,10.0,9.0
1016,5869197,250,1,3,0.08,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1018,5897622,131,3,51,1.98,128,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
1022,5944801,300,2,59,1.29,289,1,0,0,1,0,0,9.0,10.0,9.0,9.0,10.0,9.0
1023,5946137,100,3,4,0.09,359,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
1024,5977676,185,4,42,0.93,49,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1025,5993541,285,30,68,1.51,291,1,0,0,1,0,0,10.0,10.0,10.0,9.0,10.0,9.0
1026,6002889,120,3,41,0.93,4,1,0,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
1027,6004200,65,1,6,0.13,275,0,1,0,1,0,0,8.0,9.0,8.0,8.0,9.0,8.0
1028,6006387,50,20,9,0.28,338,0,1,0,1,0,0,10.0,10.0,8.0,10.0,10.0,10.0
1029,6019386,85,2,15,0.35,89,1,0,0,1,0,0,10.0,10.0,9.0,9.0,9.0,9.0
1030,6020237,155,5,84,1.83,111,1,0,0,0,1,0,10.0,10.0,9.0,9.0,10.0,9.0
1032,6056028,499,1,15,0.33,365,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1033,6070899,175,5,2,0.05,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1034,6071870,50,2,7,0.17,152,0,1,0,0,1,0,10.0,10.0,10.0,10.0,10.0,10.0
1035,6078234,195,2,60,1.33,53,1,0,0,0,0,1,10.0,10.0,9.0,10.0,10.0,10.0
1036,6079197,45,1,7,0.15,0,0,1,0,0,0,1,8.0,10.0,7.0,10.0,10.0,9.0
1037,6091224,105,5,9,0.2,0,1,0,0,1,0,0,10.0,10.0,9.0,9.0,10.0,10.0
1038,6103273,285,30,95,2.11,301,1,0,0,1,0,0,10.0,10.0,10.0,9.0,10.0,9.0
1040,6107592,98,3,58,1.27,171,0,1,0,1,0,0,10.0,10.0,9.0,9.0,10.0,9.0
1041,6134199,198,1,137,3.05,301,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,9.0
1042,6138423,950,4,5,0.12,176,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1043,6151450,50,3,1,0.12,0,0,1,0,1,0,0,10.0,10.0,8.0,6.0,10.0,8.0
1044,6155877,36,1,71,2.22,298,0,0,1,1,0,0,9.0,9.0,9.0,9.0,9.0,9.0
1045,6167683,210,6,7,0.16,0,1,0,0,0,0,1,10.0,9.0,9.0,10.0,10.0,10.0
1046,6168663,79,5,2,0.04,0,0,1,0,1,0,0,8.0,9.0,6.0,10.0,8.0,7.0
1049,6185530,259,7,28,0.63,88,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1050,6188014,220,1,4,0.09,0,1,0,0,0,0,1,10.0,9.0,10.0,10.0,10.0,10.0
1052,6198636,190,2,1,0.02,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,8.0
1055,6201914,75,1,113,3.0,58,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
1057,6225935,70,4,2,0.05,0,0,1,0,0,0,1,4.0,5.0,4.0,9.0,10.0,5.0
1058,6225968,155,5,21,0.47,363,1,0,0,1,0,0,10.0,10.0,9.0,9.0,10.0,8.0
1060,6236181,190,2,2,0.04,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1061,6238314,80,30,11,0.24,0,0,1,0,1,0,0,9.0,10.0,7.0,9.0,9.0,9.0
1062,6245408,105,5,5,0.11,0,1,0,0,1,0,0,10.0,10.0,8.0,10.0,9.0,9.0
1064,6255407,100,1,2,0.05,0,1,0,0,1,0,0,8.0,7.0,7.0,9.0,6.0,8.0
1065,6260442,322,4,79,1.74,112,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1067,6269027,125,1,1,0.02,0,1,0,0,1,0,0,10.0,10.0,6.0,10.0,10.0,8.0
1070,6283028,276,3,43,1.24,13,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1071,6300809,299,7,3,0.07,0,1,0,0,0,0,1,9.0,9.0,9.0,9.0,9.0,9.0
1073,6328046,141,7,4,0.2,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,9.0
1074,6328175,120,4,2,0.05,0,1,0,0,0,1,0,10.0,10.0,10.0,10.0,10.0,10.0
1075,6328394,145,2,125,2.89,276,1,0,0,1,0,0,10.0,10.0,10.0,9.0,10.0,9.0
1076,6337725,140,2,2,0.05,0,1,0,0,1,0,0,10.0,10.0,10.0,8.0,10.0,8.0
1077,6348972,69,6,38,0.84,365,0,1,0,1,0,0,9.0,10.0,10.0,10.0,10.0,9.0
1078,6357128,95,4,20,0.59,13,0,1,0,1,0,0,9.0,10.0,10.0,9.0,10.0,9.0
1079,6357527,130,2,3,0.07,0,1,0,0,0,0,1,7.0,7.0,7.0,9.0,7.0,7.0
1081,6362061,69,30,12,0.28,51,1,0,0,0,0,1,9.0,10.0,9.0,10.0,10.0,9.0
1082,6364086,190,4,8,0.18,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1083,6364117,125,1,1,0.02,0,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1084,6364324,16,2,31,1.5,179,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
1085,6371504,175,3,4,0.09,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1086,6371982,119,3,37,1.06,363,1,0,0,1,0,0,9.0,10.0,9.0,9.0,9.0,10.0
1087,6373790,280,1,1,0.02,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1088,6374545,200,7,3,0.07,0,1,0,0,0,0,1,9.0,9.0,9.0,9.0,9.0,9.0
1090,6395425,70,5,38,0.88,365,0,1,0,1,0,0,9.0,10.0,9.0,9.0,10.0,9.0
1092,6403485,100,14,2,0.05,0,1,0,0,1,0,0,10.0,10.0,8.0,8.0,9.0,8.0
1093,6403611,205,2,147,3.36,148,1,0,0,0,0,1,10.0,10.0,9.0,10.0,10.0,9.0
1095,6412888,99,28,11,0.25,365,0,1,0,1,0,0,10.0,10.0,9.0,10.0,10.0,9.0
1096,6423521,160,1,7,0.16,0,0,1,0,0,0,1,10.0,10.0,9.0,10.0,10.0,9.0
1097,6423799,90,4,1,0.03,0,1,0,0,0,0,1,8.0,8.0,6.0,10.0,6.0,8.0
1098,6425850,86,1,5,0.15,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1099,6432836,90,3,1,0.02,0,0,1,0,0,0,1,6.0,10.0,6.0,10.0,10.0,8.0
1100,6452251,170,3,1,0.02,0,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
1102,6471117,50,1,37,0.83,0,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
1103,6492190,220,2,13,0.29,0,1,0,0,0,0,1,9.0,9.0,9.0,10.0,9.0,9.0
1104,6499870,150,3,2,0.05,0,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
1105,6502954,90,2,9,0.2,365,0,1,0,1,0,0,9.0,10.0,9.0,9.0,10.0,8.0
1106,6506449,140,1,2,0.04,0,1,0,0,0,0,1,8.0,10.0,8.0,10.0,10.0,9.0
1108,6515263,80,3,119,2.67,56,0,1,0,0,0,1,9.0,10.0,9.0,10.0,10.0,9.0
1109,6516344,115,2,69,1.56,9,1,0,0,1,0,0,9.0,10.0,9.0,9.0,10.0,9.0
1111,6528040,65,4,33,0.76,230,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
1113,6541532,90,1,161,3.61,90,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1114,6543687,55,4,4,0.09,365,0,0,1,1,0,0,10.0,8.0,10.0,10.0,10.0,8.0
1115,6543852,63,1,6,0.15,0,0,1,0,1,0,0,9.0,10.0,9.0,8.0,10.0,9.0
1116,6546016,80,2,105,2.48,282,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
1117,6550596,75,2,15,0.36,0,1,0,0,1,0,0,8.0,9.0,9.0,9.0,9.0,9.0
1118,6560165,175,1,4,0.09,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1119,6560257,1000,30,27,0.64,365,1,0,0,0,0,1,10.0,10.0,10.0,10.0,9.0,10.0
1120,6570517,75,2,52,1.17,0,0,1,0,1,0,0,9.0,9.0,9.0,9.0,9.0,9.0
1121,6576327,120,1,3,0.07,0,1,0,0,1,0,0,7.0,9.0,3.0,6.0,9.0,4.0
1123,6585852,60,4,5,0.11,0,0,1,0,0,0,1,10.0,10.0,9.0,9.0,10.0,10.0
1124,6590570,177,3,107,2.45,243,1,0,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
1125,6597854,58,3,27,0.61,0,0,1,0,1,0,0,9.0,10.0,8.0,9.0,9.0,9.0
1126,6598334,100,9,3,0.07,0,0,1,0,0,0,1,10.0,10.0,9.0,9.0,10.0,10.0
1127,6599302,80,3,3,0.07,0,1,0,0,1,0,0,10.0,9.0,8.0,7.0,10.0,8.0
1128,6603756,81,4,19,0.44,365,0,1,0,1,0,0,9.0,9.0,10.0,8.0,9.0,9.0
1130,6619797,120,4,6,0.19,14,1,0,0,1,0,0,9.0,10.0,5.0,10.0,10.0,8.0
1131,6626894,450,3,1,0.02,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1133,6628193,89,2,122,2.88,187,0,1,0,0,0,1,10.0,10.0,9.0,10.0,10.0,10.0
1134,6636906,60,9,7,0.17,0,0,1,0,0,1,0,9.0,9.0,8.0,9.0,9.0,9.0
1135,6644669,135,4,7,0.16,0,1,0,0,0,0,1,10.0,10.0,9.0,10.0,10.0,10.0
1136,6652353,150,5,6,0.14,0,1,0,0,0,0,1,9.0,10.0,10.0,10.0,8.0,9.0
1137,6656567,85,1,39,1.21,363,0,1,0,1,0,0,9.0,10.0,9.0,9.0,9.0,9.0
1138,6662112,140,1,47,1.06,0,1,0,0,1,0,0,9.0,10.0,10.0,9.0,9.0,9.0
1139,6662487,75,1,59,1.33,0,0,1,0,1,0,0,10.0,9.0,10.0,9.0,10.0,10.0
1140,6662967,85,1,15,0.35,365,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,9.0
1145,6705158,391,5,14,0.33,9,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,9.0
1147,6712530,80,2,173,3.89,181,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
1149,6716218,100,2,43,1.0,270,1,0,0,1,0,0,9.0,10.0,9.0,10.0,10.0,9.0
1150,6731170,109,3,1,0.02,0,1,0,0,1,0,0,6.0,10.0,6.0,8.0,10.0,8.0
1151,6737249,95,1,19,0.61,338,0,1,0,1,0,0,9.0,10.0,9.0,10.0,10.0,10.0
1152,6747106,105,4,33,0.77,0,1,0,0,0,1,0,9.0,10.0,10.0,10.0,10.0,9.0
1153,6747308,256,4,11,0.25,0,1,0,0,0,0,1,9.0,9.0,9.0,9.0,9.0,9.0
1156,6763899,60,1,5,0.11,0,0,1,0,1,0,0,10.0,10.0,9.0,8.0,10.0,10.0
1157,6795657,75,1,123,3.27,363,0,1,0,1,0,0,9.0,9.0,9.0,9.0,9.0,9.0
1159,6800576,65,2,94,2.12,143,0,1,0,1,0,0,10.0,10.0,9.0,10.0,10.0,10.0
1163,6843145,200,3,6,0.19,0,1,0,0,0,0,1,10.0,9.0,9.0,10.0,9.0,9.0
1165,6860656,185,3,10,0.27,0,1,0,0,1,0,0,9.0,10.0,8.0,9.0,10.0,9.0
1168,6871251,259,3,20,0.46,0,1,0,0,0,0,1,10.0,10.0,8.0,10.0,9.0,9.0
1169,6880990,75,2,1,0.02,0,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
1170,6887405,50,1,1,0.02,0,0,1,0,1,0,0,6.0,10.0,2.0,8.0,10.0,4.0
1171,6901734,93,12,5,0.16,0,1,0,0,1,0,0,9.0,10.0,9.0,10.0,10.0,10.0
1172,6909447,150,3,13,0.3,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1173,6919971,70,1,1,0.03,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1174,6921831,172,3,8,0.2,0,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
1175,6923161,90,2,12,0.27,0,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,9.0
1177,6933326,75,3,14,0.32,0,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
1180,6942211,185,8,3,0.07,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1181,6947017,89,3,1,0.02,0,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1182,6947477,89,1,1,0.02,0,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1183,6950477,76,1,3,0.07,0,1,0,0,1,0,0,8.0,10.0,10.0,9.0,10.0,9.0
1184,6954288,125,1,4,0.1,0,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
1185,6957272,155,4,10,0.24,0,1,0,0,0,0,1,10.0,10.0,9.0,10.0,10.0,10.0
1186,6958924,85,3,29,0.86,364,0,0,1,0,0,1,8.0,9.0,8.0,10.0,9.0,8.0
1187,6966985,70,30,76,1.77,0,0,1,0,0,0,1,10.0,10.0,9.0,10.0,10.0,10.0
1189,6972046,150,1,7,0.16,0,0,1,0,0,0,1,10.0,10.0,8.0,10.0,10.0,9.0
1190,6972089,130,30,9,0.27,365,1,0,0,0,0,1,10.0,10.0,9.0,10.0,10.0,9.0
1192,6977204,65,1,123,4.32,94,0,1,0,1,0,0,10.0,10.0,10.0,10.0,9.0,10.0
1193,6985434,120,30,8,0.24,291,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,9.0
1194,6985888,115,30,7,0.23,365,1,0,0,0,0,1,9.0,9.0,9.0,10.0,9.0,8.0
1196,6992300,75,1,7,0.18,365,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
1197,6999056,70,1,3,0.07,0,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
1199,7002915,165,3,1,0.04,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1200,7018619,52,2,1,0.03,0,0,1,0,1,0,0,10.0,10.0,10.0,8.0,10.0,8.0
1201,7023583,45,21,4,0.1,0,0,1,0,0,1,0,10.0,9.0,10.0,10.0,10.0,10.0
1202,7024079,50,3,3,0.07,0,0,1,0,0,1,0,4.0,5.0,2.0,10.0,6.0,5.0
1204,7034609,70,4,5,0.12,0,0,1,0,0,1,0,10.0,10.0,9.0,10.0,10.0,10.0
1207,7048398,245,5,17,0.39,310,1,0,0,0,0,1,9.0,9.0,8.0,10.0,9.0,9.0
1208,7050316,50,1,1,0.02,0,0,1,0,0,1,0,10.0,10.0,10.0,10.0,10.0,10.0
1210,7064935,70,1,123,2.93,358,0,1,0,1,0,0,9.0,9.0,9.0,9.0,9.0,9.0
1213,7091390,125,4,2,0.05,0,1,0,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
1214,7093540,53,2,22,0.51,61,0,1,0,1,0,0,10.0,9.0,9.0,9.0,10.0,9.0
1215,7101296,145,5,7,0.19,0,1,0,0,0,0,1,10.0,10.0,9.0,10.0,9.0,10.0
1216,7108992,187,3,1,0.02,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1218,7125323,140,2,4,0.1,0,1,0,0,0,0,1,8.0,10.0,10.0,10.0,10.0,9.0
1221,7159227,150,4,13,0.3,357,1,0,0,0,0,1,10.0,10.0,9.0,10.0,10.0,9.0
1222,7160363,99,1,193,4.44,330,0,1,0,0,0,1,9.0,10.0,9.0,10.0,9.0,9.0
1223,7161868,100,7,6,0.14,0,1,0,0,0,1,0,10.0,10.0,10.0,10.0,10.0,10.0
1224,7172107,165,5,5,0.12,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1225,7177958,120,2,7,0.17,0,1,0,0,0,1,0,10.0,10.0,10.0,10.0,10.0,10.0
1226,7194538,355,3,32,0.9,117,1,0,0,1,0,0,10.0,9.0,10.0,9.0,10.0,9.0
1227,7194972,190,3,9,0.21,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1228,7199464,68,6,1,0.02,0,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1229,7205212,130,3,18,0.44,0,1,0,0,0,0,1,9.0,10.0,9.0,10.0,10.0,9.0
1230,7206568,65,3,95,2.21,0,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1231,7216192,125,2,3,0.09,0,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
1232,7222493,78,1,27,0.63,365,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
1233,7228259,71,2,66,3.91,0,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,10.0
1235,7240002,75,25,1,0.02,0,1,0,0,0,1,0,10.0,10.0,10.0,10.0,10.0,10.0
1236,7244824,65,1,3,0.09,0,0,1,0,1,0,0,10.0,10.0,10.0,8.0,10.0,9.0
1238,7261444,800,2,132,3.19,211,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1240,7264496,140,4,2,0.05,0,1,0,0,0,1,0,9.0,9.0,10.0,9.0,8.0,9.0
1241,7264659,180,4,12,0.28,0,1,0,0,0,0,1,9.0,10.0,9.0,10.0,10.0,10.0
1242,7279583,450,2,48,1.17,31,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
1247,7308735,55,3,8,0.26,0,0,1,0,1,0,0,9.0,10.0,8.0,9.0,9.0,9.0
1248,7324832,129,3,5,0.12,0,0,1,0,0,0,1,9.0,10.0,9.0,9.0,10.0,9.0
1249,7330488,100,2,33,0.76,365,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,9.0
1250,7332196,95,1,10,0.23,0,0,1,0,1,0,0,9.0,10.0,8.0,9.0,9.0,9.0
1251,7339802,100,3,14,0.33,0,1,0,0,1,0,0,9.0,10.0,7.0,9.0,10.0,9.0
1253,7346434,64,4,1,0.02,0,0,1,0,0,0,1,8.0,10.0,10.0,8.0,10.0,8.0
1254,7347733,120,1,1,0.03,0,1,0,0,1,0,0,6.0,8.0,8.0,10.0,10.0,8.0
1255,7349421,78,1,2,0.05,211,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
1256,7367165,35,5,2,0.05,0,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
1257,7376952,120,7,8,1.89,57,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1260,7385568,40,1,2,0.05,0,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
1261,7398507,185,1,1,0.02,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1262,7399036,120,30,2,0.1,195,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,8.0
1265,7417444,140,2,2,0.05,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1266,7419334,150,1,1,0.02,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1268,7437454,80,3,6,0.14,365,0,1,0,1,0,0,7.0,10.0,7.0,8.0,8.0,6.0
1269,7438254,88,4,16,0.5,0,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
1270,7452390,65,4,41,1.26,164,0,1,0,0,0,1,9.0,10.0,8.0,9.0,10.0,9.0
1273,7496824,125,3,2,0.05,0,1,0,0,0,0,1,10.0,10.0,9.0,10.0,10.0,10.0
1274,7501794,109,2,1,0.02,0,1,0,0,1,0,0,6.0,8.0,2.0,10.0,8.0,4.0
1275,7509362,87,3,9,0.22,0,0,1,0,0,0,1,10.0,10.0,9.0,10.0,10.0,10.0
1276,7510415,185,2,12,0.91,0,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
1277,7519160,133,2,158,3.79,245,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1279,7526715,64,2,20,0.47,0,0,1,0,1,0,0,10.0,10.0,9.0,9.0,10.0,9.0
1281,7542840,75,1,12,0.31,0,0,1,0,0,0,1,9.0,10.0,8.0,10.0,10.0,9.0
1283,7545060,125,2,7,0.17,0,1,0,0,0,0,1,9.0,10.0,9.0,9.0,10.0,9.0
1285,7555283,200,5,12,0.29,0,1,0,0,0,0,1,9.0,9.0,9.0,10.0,8.0,9.0
1286,7555693,75,1,135,3.19,27,0,1,0,1,0,0,10.0,10.0,9.0,9.0,10.0,9.0
1287,7560291,99,5,16,0.38,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,9.0
1288,7561847,175,2,7,0.17,3,1,0,0,1,0,0,10.0,10.0,9.0,9.0,9.0,9.0
1289,7573321,175,3,1,0.02,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1291,7576910,85,30,27,0.69,43,0,1,0,1,0,0,10.0,9.0,10.0,9.0,10.0,9.0
1292,7579573,155,3,1,0.02,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1293,7581690,125,3,1,0.04,0,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
1295,7602426,250,2,18,0.42,365,1,0,0,0,0,1,9.0,10.0,8.0,10.0,10.0,9.0
1296,7610785,275,7,85,2.09,360,1,0,0,1,0,0,9.0,9.0,8.0,9.0,9.0,9.0
1297,7612100,167,30,44,1.03,32,0,1,0,0,0,1,9.0,9.0,9.0,10.0,9.0,9.0
1298,7612456,103,5,36,1.57,169,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1299,7619996,50,1,2,0.05,0,0,1,0,1,0,0,9.0,9.0,8.0,9.0,9.0,9.0
1301,7630422,230,1,138,3.26,351,1,0,0,0,0,1,10.0,10.0,9.0,10.0,10.0,9.0
1302,7632731,1000,4,2,0.07,0,1,0,0,0,0,1,10.0,10.0,9.0,10.0,10.0,10.0
1305,7643901,90,3,6,0.14,0,0,1,0,0,0,1,9.0,10.0,9.0,10.0,9.0,9.0
1307,7662874,79,3,21,0.53,3,1,0,0,1,0,0,10.0,10.0,9.0,9.0,9.0,10.0
1308,7664263,130,5,12,0.28,0,1,0,0,1,0,0,9.0,9.0,8.0,8.0,9.0,9.0
1311,7693124,60,3,4,0.09,0,0,1,0,0,0,1,10.0,10.0,9.0,8.0,10.0,9.0
1312,7694418,150,3,10,0.24,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1314,7697256,130,1,9,0.22,0,0,1,0,0,0,1,10.0,10.0,9.0,10.0,10.0,9.0
1316,7700185,77,1,1,0.02,0,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,8.0
1317,7700741,69,2,1,0.02,0,0,1,0,1,0,0,10.0,10.0,8.0,9.0,9.0,9.0
1319,7717071,125,1,13,0.35,253,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
1320,7718995,182,1,207,4.89,307,0,1,0,0,0,1,10.0,10.0,9.0,10.0,10.0,10.0
1322,7725573,75,1,1,0.03,0,0,1,0,1,0,0,10.0,10.0,6.0,6.0,10.0,8.0
1323,7731348,175,1,5,0.12,0,1,0,0,0,0,1,9.0,10.0,10.0,10.0,10.0,10.0
1324,7740527,60,1,1,0.02,0,0,1,0,1,0,0,8.0,8.0,10.0,8.0,8.0,8.0
1325,7744805,153,2,91,2.19,0,1,0,0,1,0,0,9.0,10.0,9.0,9.0,10.0,9.0
1326,7746303,150,1,2,0.09,0,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
1327,7747237,90,2,1,0.02,0,0,1,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
1328,7749818,93,1,89,2.85,42,0,1,0,1,0,0,9.0,9.0,9.0,9.0,9.0,9.0
1329,7762374,450,3,28,0.69,282,1,0,0,1,0,0,9.0,10.0,10.0,9.0,10.0,9.0
1330,7768661,238,30,13,0.32,153,1,0,0,0,0,1,9.0,9.0,10.0,10.0,10.0,9.0
1331,7771777,90,1,1,0.02,0,0,1,0,0,1,0,10.0,10.0,10.0,10.0,10.0,10.0
1332,7782340,175,2,13,0.32,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1335,7799045,173,30,10,0.27,219,1,0,0,1,0,0,10.0,10.0,10.0,9.0,10.0,9.0
1336,7801262,104,2,37,0.88,256,1,0,0,1,0,0,9.0,10.0,9.0,9.0,10.0,9.0
1337,7803475,374,30,16,0.39,363,1,0,0,0,0,1,10.0,10.0,9.0,10.0,10.0,9.0
1338,7807146,70,3,4,0.13,0,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1341,7823121,80,1,4,0.09,0,0,1,0,0,1,0,8.0,7.0,7.0,9.0,7.0,8.0
1342,7824945,75,1,177,4.19,217,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1345,7842597,90,30,14,0.34,33,0,1,0,0,0,1,9.0,10.0,9.0,9.0,10.0,10.0
1346,7843122,149,2,3,0.07,0,1,0,0,0,0,1,10.0,10.0,10.0,10.0,9.0,10.0
1347,7843604,100,2,167,4.06,140,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
1348,7853584,80,2,1,0.03,0,1,0,0,1,0,0,8.0,10.0,8.0,10.0,8.0,8.0
1350,7864877,240,3,2,0.05,0,1,0,0,1,0,0,10.0,10.0,7.0,8.0,10.0,10.0
1351,7867890,140,4,11,0.26,12,1,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1352,7870442,96,1,2,0.05,0,1,0,0,0,0,1,10.0,10.0,10.0,8.0,10.0,10.0
1354,7872172,65,1,2,0.05,0,0,1,0,0,0,1,8.0,9.0,6.0,10.0,10.0,7.0
1355,7873524,130,3,1,0.02,0,1,0,0,1,0,0,10.0,10.0,10.0,10.0,10.0,10.0
1357,7895997,175,2,6,1.36,124,1,0,0,1,0,0,10.0,10.0,10.0,9.0,10.0,9.0
1358,7897229,180,1,8,0.19,0,0,1,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0
1360,7899605,58,1,5,0.12,0,0,1,0,1,0,0,9.0,9.0,7.0,7.0,9.0,6.0
1361,7901715,60,1,2,0.05,0,0,1,0,1,0,0,9.0,10.0,3.0,10.0,10.0,9.0
1362,7913704,42,2,3,0.09,0,0,1,0,1,0,0,10.0,7.0,9.0,8.0,9.0,8.0
1366,7955889,73,1,5,0.17,365,0,1,0,1,0,0,10.0,10.0,10.0,9.0,10.0,9.0
